,LotArea,SalePrice
0,0.342354752451179,0.4298969072164949
1,0.38894741106879505,0.37422680412371134
2,0.45579774734624423,0.4608247422680412
3,0.38692164330281176,0.28865979381443296
4,0.5777489668584394,0.5154639175257731
5,0.5718742403370878,0.2948453608247423
6,0.4085568430435135,0.6329896907216495
7,0.420630418928774,0.41237113402061853
8,0.24795397455635687,0.26783505154639176
9,0.30062393647192287,0.24329896907216494
10,0.45377197958026094,0.2670103092783505
11,0.4831050968316992,0.711340206185567
12,0.5254031277854306,0.29690721649484536
13,0.43156956486508385,0.5762886597938144
14,0.4424276800907544,0.3237113402061856
15,0.24795397455635687,0.2721649484536082
16,0.4554331091483672,0.30721649484536084
17,0.43720119925451745,0.18556701030927836
18,0.554857791102828,0.32783505154639175
19,0.30629608621667614,0.2865979381443299
20,0.5759257758690544,0.670721649484536
21,0.3017988817761932,0.2874226804123711
22,0.3947005915241877,0.4742268041237113
23,0.17113686087026983,0.26783505154639176
24,0.3340896199659671,0.31752577319587627
25,0.5765335061988494,0.5284536082474227
26,0.2917105583015963,0.2779381443298969
27,0.46503524835912813,0.6309278350515464
28,0.6612511141722713,0.42783505154639173
29,0.25621910704156875,0.14123711340206185
30,0.3443805202171623,0.08247422680412371
31,0.3461631958512276,0.3079381443298969
32,0.44765416092699134,0.3709278350515464
33,0.4275180293331173,0.34123711340206186
34,0.2962887934527186,0.5721649484536082
35,0.5436350376792805,0.6371134020618556
36,0.4399562434162548,0.29896907216494845
37,0.3456770115873916,0.3154639175257732
38,0.3209626448423953,0.22474226804123712
39,0.24471274613078356,0.16907216494845362
40,0.35078194635766957,0.32989690721649484
41,0.6849120816789563,0.35051546391752575
42,0.3719309618345353,0.29690721649484536
43,0.3727412689409286,0.2685567010309278
44,0.32189449801474757,0.2907216494845361
45,0.3102665910380034,0.6595876288659794
46,0.5194878859087594,0.4941979381443299
47,0.44955838262701564,0.5148453608247423
48,0.18053642330443237,0.2329896907216495
49,0.31366988088485537,0.2618556701030928
