x,y
-3.325653099590965,4.930688826133338
-5.2082278327087606,5.155557240802793
-4.22449135281981,3.7645283870000186
-4.000666162610852,4.424946622749319
-5.858068960880136,5.7824406080880655
-4.746939307934563,5.369360353032835
-1.6376240348158388,2.857681906166709
-3.7150918725288378,2.70816600539898
-0.958962411954523,1.8543100506692947
-4.486577997618767,5.597853065740376
-3.7567873639871516,2.6511338934564854
-4.897144927738452,5.735622933963283
-2.6015792570120637,2.1720627504180503
-1.2054968093226344,0.6601983409460258
-0.8441789912105857,0.15218276601581893
-2.1656141456388567,1.7995694053868836
-0.17995590848498288,-1.0372854691639193
-1.7867670398499713,2.0518685465475155
-3.8927601809464,3.74204319596606
-1.058479840440672,1.8941597290440664
-0.7896175429739977,1.9847797288359152
0.18653916414590133,-0.958278683353971
-0.7130835152810067,0.9187771515656944
1.9456632464035661,-3.2906508265744683
1.5190173597786683,-2.6173747757954686
-2.452829095708398,1.2193018875210484
-1.0798503020418453,0.0125674458535322
-0.766828628286333,-0.9373814476603943
0.3136283476364249,0.14978679440490628
3.212858616256158,-2.5798573644294587
-0.028321659318993886,-0.43125689599740796
-0.5153024475365797,1.2101901541336644
3.3234176226097367,-4.483904047138141
0.6368548080660352,-1.3970584018033534
0.423098285559111,-1.209640588138741
3.43804381511562,-5.290430133537637
4.527902580930565,-4.8455194129794394
3.305626178096098,-4.427746470518316
2.516853079515127,-3.1248904894980605
0.6034851249080808,-1.8698145331088258
3.099586936800533,-3.0587713099194698
1.4017722551303071,-2.260170912350043
3.327135078479543,-4.069650239385593
5.866345907637562,-8.308412591944373
5.886552951450399,-5.698343356256018
2.629592629650366,-4.499300140615235
4.210491208258721,-6.091559064099442
5.691626071201933,-7.4767145305978815
4.754375989886181,-4.982246293979962
2.725513149670048,-4.893187101441955
