x,x_2,x_3,y
-16.500835401124668,272.27756893500907,-4492.80734841496,-11.705434245529492
-15.112092373036997,228.37533589120298,-3451.229171711211,0.3013043083434117
-16.413606378598846,269.40647435158075,-4421.931825852932,-14.654880142617909
-13.664511126773368,186.71886433371319,-2551.4219992665107,4.906526423143947
-10.976904749714464,120.49243788430397,-1322.634013716891,10.772459237700435
-12.143146345644709,147.45600317174444,-1790.5798260583433,9.804871871570404
-11.23973784189232,126.33170675446621,-1419.9352650390174,13.054926930963072
-13.369244769594847,178.73670570933916,-2389.574767939196,8.195226217756028
-12.671658363784829,160.570925688478,-2034.6999134810744,14.447079914499264
-10.671490046078901,113.88069980356107,-1215.2767543942014,11.935957096109465
-9.64050596244627,92.93935521196207,-895.9824080668321,20.107238808785844
-11.37644107359908,129.4234115010722,-1472.3778144861133,15.851373195237942
-9.149004619642396,83.7042855302379,-765.8108950000127,12.96427066863493
-7.790299541997179,60.688766954041455,-472.78367340644263,16.35527265535012
-10.093485938963125,101.87845840004633,-1028.3087873441073,16.544795860585495
-9.970101864580814,99.40293119011781,-991.057349603392,12.42213512314526
-9.705791621380856,94.20239099766683,-914.308777259198,18.64130179436135
-6.739795080750724,45.42483773051166,-306.1540978800024,19.18572417320193
-5.792811207957719,33.55666169104057,-194.3874059455052,11.297456671237505
-5.780361018183506,33.412573500535466,-193.1367373796864,13.04352891165412
-8.404122051788923,70.62926746136485,-593.5769841737541,15.280652529428103
-7.357193925634052,54.12830245938659,-398.23241805908174,14.845359779360194
-6.4993137312201945,42.24107897682737,-274.5380246156508,12.816694335017502
-3.5706486350895257,12.749531675266693,-45.52409787432169,9.810608302376748
-6.55749187459991,43.000699685443834,-281.97673878940884,16.93906500943668
-5.033128418154744,25.332381673636878,-127.5011301011242,17.869740766283023
-5.305995728770895,28.153590673734985,-149.38283186440194,15.956973295367924
-5.126130699565226,26.277215949025074,-134.70044337540241,10.534899193885167
-2.196846644620343,4.82613517997966,-10.602278876622513,2.2356920304287344
-1.149965480467321,1.3224206062664363,-1.5207380478650683,-1.8279143942779665
-2.681143042359075,7.188528013590476,-19.27347186844141,7.633183916219964
-2.89545827723348,8.383678635199871,-24.27459169795495,12.385692201437294
-4.1114995573986945,16.90442861048966,-69.50255075010607,14.201880562780799
-1.977950506524938,3.912288206262259,-7.738312439247977,4.283886713597819
0.8456080890353816,0.71505304024207,0.6046546349180366,-7.181517294391812
0.02248540728908388,0.0005055935409559865,1.1368476691125468e-05,-0.5300904272348101
0.32521116927467564,0.10576230462100174,0.0343950827509804,-4.782223979353297
1.1659689300195697,1.3594835457709802,1.5851155752418005,-1.1124752445567707
1.816039208021889,3.2979984050727698,5.9892944116058064,-6.600490519189636
-0.6466246317511541,0.4181234143873157,-0.27036889885473325,3.4403527547434214
-0.694487196676542,0.48231246634764197,-0.3349598326759229,-2.0720384950808866
0.03983630307917041,0.001586931043015522,6.321746599531035e-05,1.0313153982093224
2.279471935558008,5.1959923049965715,11.84411863661505,-4.1651102170628755
4.037150262690092,16.298582243538682,65.79982558597827,-10.894457556122013
4.0647258574248815,16.521996296018436,67.15738556070426,-11.248142922186704
5.0845349007440515,25.85249515688432,131.4479138964949,-13.472464942921556
2.178850947992938,4.747391453569725,10.343858369103968,-9.344915751018247
3.4474992592762344,11.885251142710185,40.97439451080538,-5.323439957568467
3.5956172382402936,12.928463323930757,46.48580559148283,-7.051261467133088
4.40855179667074,19.435328943928813,85.6816543346442,-11.370442000525088
4.214670322566178,17.763445927920092,74.86706837891384,-8.91046012598527
6.88382742394119,47.3870800026048,326.20448086242607,-14.221633296483942
6.947244959037219,48.26421252086805,335.3033071375016,-16.933246040118455
6.359208003317238,40.43952642945401,257.1633601205429,-11.219585580548037
5.229605767054564,27.348776478810358,143.02331919547285,-12.417195528230419
9.24259756878126,85.42560981844126,789.5545336195818,-16.43555217778029
8.092536167840349,65.48914162780416,529.973247223824,-19.03457486371469
9.474377881267253,89.76383623704616,850.4565045819662,-15.060569542911395
10.136831332269104,102.75534945887262,1041.613645952961,-13.23873464898075
7.301923322923988,53.3180842138613,389.32456265481915,-18.86187598551093
8.24863934083768,68.04005097521508,561.2378412267603,-19.27634615494881
8.049464772513772,64.7938831239402,521.5560796805313,-21.142814046173942
11.294270359905145,127.56054296263189,1440.7032594762602,-8.502210958810206
12.141791997488388,147.42311291027306,1789.9807725787807,-13.079244770931748
10.288996685625722,105.8634527968171,1089.2287149553463,-11.271915127685237
8.69389024884602,75.58372765897992,657.1166328658388,-16.850590343472792
12.008979356255072,144.21558517896048,1731.8819852643812,-11.807937742973348
12.766027367282357,162.9714547422021,2080.49805132477,-1.5522081486047519
12.619014825057047,159.23953515500952,2009.446054856258,-4.066763330865688
11.686446331456843,136.5730278580211,1596.0533603873237,-9.662901739262214
12.686767514829462,160.95406997533212,2041.9868663426319,-5.641603348218834
14.998385247324125,224.95156002714995,3373.910159273753,8.391958575638922
15.795477156533222,249.49709860256283,3940.9257215980983,15.597477702134036
15.721024798840599,247.1506207257611,3885.4610374785375,8.689667108955742
14.270566011574227,203.64905429069753,2906.1872724500627,1.3309424659733362
