x,x_2,x_3,y
-0.9746816702273214,0.9500043582771209,-0.925951834648779,-1.1381940807500375
1.0434948601527085,1.0888815231651208,1.136242272738056,1.1166507385752853
1.6714160918279168,2.7936317520213074,4.66932106496983,1.5911175122410315
-0.0514515491209413,0.0026472619069446354,-0.00013620572604115862,1.0010200616741873
1.9890171548853472,3.9561892424282012,7.8689282711625586,-0.9733004207277165
1.6948322089877803,2.8724562166223992,4.868331314838823,-0.43580437349660095
2.3605216984560284,5.572062688881733,13.152974882262574,0.7471743653369506
3.691664777525742,13.628388829624186,50.311443016748875,-0.0931715355366981
1.8058939352791805,3.261252905478125,5.889476843414553,0.9847890110168935
1.553956143334818,2.414779695408021,3.7524617424794746,4.386920873409502
1.6745881344770406,2.804245420131295,4.69595610671345,1.0781537404402326
2.004702535547382,4.018832256030103,8.056563213603152,1.5336802083930872
2.9998213675089724,8.998928236963401,26.99517720992266,0.8041178730166072
3.674485308149977,13.501842279810031,49.61232109012015,0.05557147405676699
3.8664343890736084,14.949314885011008,57.80054516449653,-1.0334650398474143
4.673337095189869,21.840079605277687,102.06605418124393,-0.3844307778935099
4.115565994442009,16.93788345460744,69.70897716360432,-1.6407520892190672
5.812508436131676,33.7852543201019,196.37707575244644,-1.4980835430369588
4.350727782146659,18.92883223434278,82.35419628554835,-1.481342068576418
7.59196403838449,57.63791796012334,437.58500040061193,0.734129217739739
5.753872475970134,33.10704846972668,190.49373495056946,1.0396935553087774
4.527457828199101,20.497874386121325,92.80326185088684,-2.9485814649089668
4.570133142964528,20.886116944422838,95.45233527553984,-0.41404837509538506
6.379908312679082,40.70323007819165,259.6828759287442,-2.6002788011691873
5.930383368520302,35.16944689762221,208.56830296171668,-1.6978567979944001
7.124256904348502,50.7550364391573,361.5919187821262,0.9152852208435267
7.139904291240211,50.97823328807038,363.9797066133383,-0.08594700303260117
6.850248010420049,46.92589780426385,321.45403807083295,-1.6177437660995315
6.332693461418774,40.103006476296095,253.96004689567505,-1.7361111412054888
5.92105021121157,35.05883560368858,207.58512595605197,-0.5495135438954448
7.24579274024067,52.5015124345244,380.4150776497322,-0.7145762262520539
8.80511674304142,77.53008085858835,682.6614130573114,4.38960555619479
8.419221949258409,70.88329823087456,596.7822203012089,2.862255688785388
7.215799682826471,52.0677650626786,375.7105626247595,-0.6841550648806692
8.8911296437999,79.05218634285734,702.8632374001725,6.652142431705181
9.359676354087812,87.60354145327051,819.9407954745275,7.188864423496945
8.346911794568097,69.67093650630001,581.5371616630406,0.5631590379125178
9.640904593125013,92.94704137373897,896.0935580974607,8.158516125897997
9.801798462035743,96.07525309036625,941.7102679808467,8.187898851126564
8.857029702169378,78.44697514511057,694.8071889055873,5.226334909689683
