x,y
-1.2096013611895673,-0.1011957833103656
-5.539892902970225,-15.39783978341857
-5.22133865095682,-11.760081484852632
-2.664527915165623,-7.911006800532178
-2.9515217399195075,-3.8389138643011504
-0.9478877293446679,-5.986066794039067
-2.5856461835495157,-7.375003764013847
-3.7440663413087947,-7.7222042241751
-2.0627357026794853,-0.8507367571305542
-1.029252321433331,-2.531241038407797
-1.20517416410139,-4.163002877448221
-1.4185761328262332,1.4327960454446145
-0.3230648886931924,-4.348545292808817
0.0872767190018422,-5.273532903465931
0.6629820762998802,2.659154542149053
-0.1807813224616902,-1.6535482289926493
-1.1481130179111794,-5.195704244380719
-0.42095511137565716,0.8152752598568588
1.4251480651471502,3.9368452955693853
-1.3536086346859828,-4.529568609313301
0.6812150915144795,-1.599341984363644
-0.20539283387565688,1.7256319461088379
0.6841428754278668,3.2337144158893034
2.815113691346845,6.304124104476222
1.4404947558760082,7.979540323751504
1.479911232490633,0.779182143562887
-0.3731175448032129,-4.658445631255301
3.0424572721177534,5.349730696610076
3.147713451198792,7.209730165892453
5.6807795208556255,13.808757111691781
2.23064033987819,4.5929954438765765
3.2774434402138564,8.504807272581887
3.579203730694337,5.195904094734752
5.827718381183671,17.150718154529265
3.575005419368289,8.109634626953008
4.392891263014484,13.00574730916392
5.142613995344039,12.808677835142431
4.767093171914023,12.222539206724992
4.07393932176395,10.896957427072874
5.291134989347461,13.415704575329396
