date,wp,ws
2009070101,0.257,4.27
2009070102,0.17800000000000002,3.65
2009070103,0.109,3.19
2009070104,0.079,2.9
2009070105,0.099,2.72
2009070106,0.069,2.57
2009070107,0.0,2.38
2009070108,0.0,2.24
2009070109,0.0,2.25
2009070110,0.0,2.43
2009070111,0.0,2.66
2009070112,0.0,2.74
2009070113,0.0,2.49
2009070114,0.0,2.07
2009070115,0.0,1.77
2009070116,0.0,1.85
2009070117,0.0,2.24
2009070118,0.0,2.63
2009070119,0.0,2.89
2009070120,0.0,2.96
2009070121,0.0,2.77
2009070122,0.0,2.26
2009070123,0.0,1.74
2009070200,0.0,1.43
2009070201,0.01,1.49
2009070202,0.02,1.86
2009070203,0.02,2.12
2009070204,0.0,1.87
2009070205,0.0,1.34
2009070206,0.0,0.94
2009070207,0.0,0.98
2009070208,0.0,1.36
2009070209,0.02,1.89
2009070210,0.049,2.45
2009070211,0.04,2.82
2009070212,0.059000000000000004,2.77
2009070213,0.079,2.24
2009070214,0.079,1.75
2009070215,0.099,1.53
2009070216,0.099,1.19
2009070217,0.099,1.08
2009070218,0.099,1.64
2009070219,0.17800000000000002,2.23
2009070220,0.247,2.65
2009070221,0.17800000000000002,2.97
2009070222,0.237,3.23
2009070223,0.366,3.41
2009070300,0.415,3.48
2009070301,0.267,4.82
2009070302,0.138,4.01
2009070303,0.128,3.53
2009070304,0.17800000000000002,3.63
2009070305,0.267,4.01
2009070306,0.22699999999999998,4.21
2009070307,0.20800000000000002,3.92
2009070308,0.17800000000000002,3.43
2009070309,0.158,3.19
2009070310,0.168,3.53
2009070311,0.138,4.2
2009070312,0.099,4.81
2009070313,0.14800000000000002,5.09
2009070314,0.168,5.15
2009070315,0.267,5.13
2009070316,0.336,5.14
2009070317,0.237,5.32
2009070318,0.099,5.71
2009070319,0.128,6.21
2009070320,0.188,6.63
2009070321,0.188,6.68
2009070322,0.049,6.11
2009070323,0.049,5.16
2009070400,0.14800000000000002,4.22
2009070401,0.079,3.56
2009070402,0.08900000000000001,2.9
2009070403,0.168,2.48
2009070404,0.14800000000000002,2.37
2009070405,0.04,2.44
2009070406,0.059000000000000004,2.52
2009070407,0.326,2.47
2009070408,0.34600000000000003,2.37
2009070409,0.455,2.38
2009070410,0.257,2.66
2009070411,0.247,3.18
2009070412,0.049,3.68
2009070413,0.0,3.92
2009070414,0.0,3.91
2009070415,0.01,3.73
2009070416,0.03,3.43
2009070417,0.059000000000000004,3.09
2009070418,0.08900000000000001,2.75
2009070419,0.109,2.48
2009070420,0.11900000000000001,2.21
2009070421,0.099,1.81
2009070422,0.08900000000000001,1.26
2009070423,0.069,1.11
2009070500,0.079,1.4
2009070501,0.059000000000000004,3.45
2009070502,0.059000000000000004,3.14
2009070503,0.069,2.7
2009070504,0.049,2.57
2009070505,0.0,2.69
2009070506,0.0,2.87
2009070507,0.0,2.94
2009070508,0.0,2.85
2009070509,0.0,2.62
2009070510,0.0,2.31
2009070511,0.0,2.12
2009070512,0.0,2.06
2009070513,0.0,2.07
2009070514,0.0,2.21
2009070515,0.0,2.32
2009070516,0.02,2.21
2009070517,0.069,2.09
2009070518,0.099,2.28
2009070519,0.138,2.77
2009070520,0.168,3.24
2009070521,0.168,3.44
2009070522,0.128,3.23
2009070523,0.11900000000000001,2.8
2009070600,0.11900000000000001,2.41
2009070601,0.158,2.5
2009070602,0.168,1.75
2009070603,0.11900000000000001,1.26
2009070604,0.128,1.39
2009070605,0.257,1.87
2009070606,0.079,2.27
2009070607,0.03,2.34
2009070608,0.03,2.31
2009070609,0.049,2.5
2009070610,0.11900000000000001,2.97
2009070611,0.069,3.42
2009070612,0.128,3.58
2009070613,0.049,3.56
2009070614,0.069,3.96
2009070615,0.326,4.64
2009070616,0.405,5.02
2009070617,0.366,5.06
2009070618,0.316,4.98
2009070619,0.247,4.93
2009070620,0.217,4.86
2009070621,0.27699999999999997,4.8
2009070622,0.128,5.09
2009070623,0.059000000000000004,5.89
2009070700,0.03,6.63
2009070701,0.0,3.86
2009070702,0.02,5.03
2009070703,0.336,5.66
2009070704,0.395,5.02
2009070705,0.237,3.61
2009070706,0.069,2.27
2009070707,0.0,1.63
2009070708,0.02,1.63
2009070709,0.158,2.07
2009070710,0.099,2.72
2009070711,0.08900000000000001,3.45
2009070712,0.099,4.12
2009070713,0.198,4.63
2009070714,0.34600000000000003,5.03
2009070715,0.29600000000000004,5.43
2009070716,0.35600000000000004,5.93
2009070717,0.326,6.51
2009070718,0.425,7.08
2009070719,0.5429999999999999,7.51
2009070720,0.504,7.58
2009070721,0.306,7.1
2009070722,0.20800000000000002,6.16
2009070723,0.188,5.32
2009070800,0.08900000000000001,4.75
2009070801,0.04,3.32
2009070802,0.03,2.99
2009070803,0.01,2.79
2009070804,0.0,2.55
2009070805,0.0,2.23
2009070806,0.0,1.9
2009070807,0.04,1.76
2009070808,0.079,1.98
2009070809,0.049,2.38
2009070810,0.04,2.71
2009070811,0.08900000000000001,2.9
2009070812,0.079,2.97
2009070813,0.01,3.0
2009070814,0.0,3.04
2009070815,0.0,3.16
2009070816,0.0,3.34
2009070817,0.0,3.46
2009070818,0.02,3.45
2009070819,0.04,3.38
2009070820,0.059000000000000004,3.38
2009070821,0.03,3.36
2009070822,0.02,3.09
2009070823,0.02,2.69
2009070900,0.0,2.43
2009070901,0.0,2.94
2009070902,0.0,2.62
2009070903,0.0,2.39
2009070904,0.0,2.38
2009070905,0.0,2.48
2009070906,0.0,2.54
2009070907,0.0,2.46
2009070908,0.0,2.35
2009070909,0.01,2.34
2009070910,0.01,2.5
2009070911,0.01,2.69
2009070912,0.01,2.75
2009070913,0.0,2.66
2009070914,0.01,2.67
2009070915,0.02,2.91
2009070916,0.04,3.26
2009070917,0.079,3.62
2009070918,0.11900000000000001,3.95
2009070919,0.14800000000000002,4.23
2009070920,0.168,4.36
2009070921,0.188,4.2
2009070922,0.188,3.71
2009070923,0.168,3.09
2009071000,0.158,2.65
2009071001,0.188,3.67
2009071002,0.22699999999999998,3.5
2009071003,0.188,3.41
2009071004,0.128,3.45
2009071005,0.11900000000000001,3.51
2009071006,0.128,3.43
2009071007,0.138,3.11
2009071008,0.128,2.77
2009071009,0.079,2.68
2009071010,0.11900000000000001,2.98
2009071011,0.099,3.47
2009071012,0.04,3.84
2009071013,0.01,3.94
2009071014,0.04,4.03
2009071015,0.04,4.33
2009071016,0.03,4.79
2009071017,0.04,5.15
2009071018,0.04,5.26
2009071019,0.03,5.04
2009071020,0.03,4.6
2009071021,0.01,4.01
2009071022,0.02,3.46
2009071023,0.049,3.33
2009071100,0.128,3.53
2009071101,0.217,4.19
2009071102,0.247,4.47
2009071103,0.257,4.89
2009071104,0.366,5.34
2009071105,0.46399999999999997,5.63
2009071106,0.7909999999999999,5.58
2009071107,0.711,5.26
2009071108,0.484,5.17
2009071109,0.415,5.33
2009071110,0.34600000000000003,5.42
2009071111,0.395,5.61
2009071112,0.395,6.09
2009071113,0.17800000000000002,6.82
2009071114,0.099,7.49
2009071115,0.0,7.82
2009071116,0.08900000000000001,7.62
2009071117,0.5429999999999999,7.18
2009071118,0.455,6.79
2009071119,0.613,6.45
2009071120,0.34600000000000003,5.94
