a,b
0.2713730294078592,0.13744861251359367
0.3650644254338113,0.1424765358930751
0.7320127869248351,0.34534143792590904
0.3679955611096291,0.15581714710166691
0.4510934353116578,0.20488538029672976
0.5037133442570408,0.20357317901155134
0.4727864906554193,0.23907411529161365
0.4321064515120612,0.22714322536192605
0.3915563275236938,0.17995374960565008
0.475123491580811,0.18294050277867333
0.7156067491814753,0.3575724091786291
0.38892849913687616,0.16085949625184887
0.5234816637869281,0.26614932839481553
0.8638265886770256,0.3928621783587636
0.5207072761518621,0.2180201004814189
0.5526549873180366,0.25730335768892604
0.5754797834372873,0.2778501743801021
0.4497050087857481,0.2163715099498132
0.2354050102333444,0.12941852437907675
0.3087786882570973,0.11723794999989798
0.5119854570261149,0.25908885960834666
0.3910257007334225,0.1486742434419528
0.5592993913262959,0.2482080709622682
0.524293034752886,0.2320725658699408
0.3590415991329365,0.17830059598801046
0.41122794391538864,0.19589080520072694
0.6833909284971914,0.2905945235843845
0.550884742368979,0.2780367848336007
0.4844625805062424,0.16908630697064536
0.4696136967365091,0.21173222661683372
0.3482172265901693,0.1520492156026512
0.3619454250514139,0.15647273596206349
0.6067469431923977,0.24919630873877435
0.4144467370086308,0.21156314205243446
0.3141492773086728,0.18749280849014505
0.4790617958990743,0.18853445846200534
0.6652924848460166,0.29661183815984005
0.4946408255829655,0.21657124528030744
0.4060488374168607,0.16413646282719133
0.6419113338315818,0.2990544177501986
0.6625799993169116,0.31027445947725
0.4003103685133713,0.16243355613761126
0.7640367680612768,0.34805122581662706
0.19973078657225105,0.08030732676712046
0.5373157154110442,0.2951217466801995
0.5573164298203622,0.2637114204895439
0.5615292931229596,0.23687056740511456
0.5826822043764438,0.29617457314054724
0.4965054916482984,0.2455533357397568
0.48119921006031496,0.2062353517761204
0.5430035276881452,0.25026028633442216
0.414306067107151,0.14026775512462294
0.6707819556479704,0.30331157256549063
0.3180239973856862,0.1604017644899182
0.5570784387292211,0.2595163255472332
0.33942941410713107,0.12492705145648345
0.463651848027853,0.23183435605708205
0.277210287746555,0.1377707970838924
0.631108301610201,0.2741982390066192
0.7997699886267365,0.36865906280782856
0.9640160917419938,0.4380539024901053
0.532634752473679,0.2583249352712258
0.35234767648324994,0.18058431991748006
0.5922492073755063,0.2703887825335522
0.6931396871256932,0.2984306516260737
0.4555668433762254,0.1806142221300324
0.3882603719459685,0.14723904471720872
0.3026922652800145,0.163525642137635
0.25731752971058897,0.15714269022316518
0.6331657006719389,0.2612238532607101
0.29071365541040034,0.12488897959762175
0.39867343882054457,0.2080065068594765
0.2182515550862608,0.10426150854824454
0.44396030755420735,0.19560367907974666
0.662189485097417,0.34919110227306943
0.6464551943955416,0.2941648145521139
0.37332018253456706,0.1962338819888364
0.5509761242992339,0.25730210560618405
0.7160865159622755,0.34811711949745405
0.4376743413364199,0.19861492063999525
0.5091959940142251,0.2272486601107361
0.7590630512706565,0.33466658247346137
0.4861140239609882,0.24418645015870336
0.680382273784236,0.3139709704086713
0.23126994756446226,0.15320628034163594
0.4516398946094939,0.1801718437296114
0.4840189367582308,0.2609020249920899
0.7602327976365078,0.3853590493064319
0.21102911151998996,0.1555854857694732
0.33952371390761776,0.15185777873536094
0.5137385732221762,0.26152154132868866
0.24602774368864805,0.08939559651955732
0.8323489314255732,0.35609289626925683
0.4725636335332504,0.2381479721423542
0.3483374443306876,0.16567040521990672
0.3971288171906209,0.19105489917141869
0.833548881646136,0.3869214682233677
0.34620792033272474,0.21690642298537552
0.5013635717976265,0.2174874794951229
0.2671711930323827,0.11836436812282786
0.6293876600261892,0.2916371518988649
0.7198927843757993,0.3616137338521552
0.5263760854288528,0.2824225132658454
0.5635071840923956,0.28972915577449104
0.6149539607776648,0.2911293740627549
0.4778615248938435,0.22100725259172316
0.4739163388328931,0.20773453449512488
0.499072198579957,0.27680416908328376
0.7089521395495997,0.3216457896297835
0.448196603002072,0.2049384768814392
0.4362964273314348,0.1633765193406009
0.5152535825779933,0.19824018528834148
0.4886817215726683,0.22364205427993286
0.7036388799236669,0.3307443038255445
0.4457479969478483,0.20794351511656653
0.2732954144824926,0.1138461733209607
0.3751484417402714,0.16001964993685652
0.2049483244562343,0.06632533278274295
0.31556693195623303,0.14992946963145365
0.5003598663317775,0.28971071027001705
0.6308580218198748,0.3143976104448168
0.6119835174072807,0.2441516805353331
0.79081541267408,0.3410710143919822
0.5415662937591708,0.2527619032971559
0.37538199440584974,0.1887094554065363
0.4915309830403615,0.22477530165060897
0.7424384611108671,0.3347986365773775
0.5765972833869102,0.2516509780425705
0.2431539744811472,0.08219626953150963
0.5916724707372724,0.2361985495620849
0.06269084783086404,0.04875273076204641
0.2331160039388057,0.0758834347213282
0.622236076338495,0.3008206557798468
0.4469033196086126,0.2200922321022536
0.5208257229030693,0.2374717193293973
0.5950089925566568,0.2913580720120059
0.5457558800111625,0.21632693250038604
0.6994970309929612,0.3058306867983253
0.4891480893513169,0.2244569132807835
0.5719026747992116,0.2396180145685073
0.4434278135851534,0.21345087099778406
0.39116980638860377,0.19267832881363356
0.468417373865975,0.20873392301259355
0.5497669505780369,0.25108579255516394
0.4821750293151345,0.24081487618403685
0.3757889543956342,0.2073139957293343
0.6573081326516506,0.3192051325670753
0.30106438843574984,0.1702300599785683
0.5501640034609722,0.255706769346468
0.570878960297686,0.2389876135965863
0.6681354650179803,0.286372737570264
0.5279139493370925,0.27232710441835706
0.3998649313106359,0.1880459795356872
0.6871109151243229,0.32595175205530497
0.2969521909773423,0.11911273705061284
0.539882250073349,0.26631136802858496
0.5261428095194179,0.2569489108101711
0.4424310511074547,0.24550135057881126
0.4070925576681229,0.16538077200262236
