a,b
0.09286197438135467,0.11801146762403646
0.5320719551209656,0.5202516958165695
0.3393369940862262,0.3637076487852818
0.3142005201980289,0.42057581713542175
0.408690215479068,0.2272081381560189
0.5466403204364528,0.5354616121458605
0.5818729286181242,0.6245153487672699
0.7297849348097527,0.7242542461404203
0.3878187393043382,0.3879299130536672
0.3429726482127952,0.30866229480841817
0.2901368114909456,0.3969814743772112
0.5522424343514709,0.5134848993463246
0.5268123793657018,0.5045004089807079
0.4963015833515466,0.4809500286034521
0.7069974533005169,0.7221035760012561
0.3646936609626756,0.30635328226977826
0.4705920759879405,0.634885696018729
0.3719987475047017,0.4271845471938077
0.4975942741125981,0.5649088785002041
0.19491073236592327,0.13643541363104436
0.5232375679737017,0.5356576859336221
0.4802040622192488,0.4135967665627464
0.2760828630180553,0.2803903324110563
0.5567412945499928,0.4664802309118548
0.6660458633062325,0.6472131799288037
0.4559876712681512,0.4331904344200189
0.3953246919284743,0.465423128640412
0.4935322524835338,0.47336282929041795
0.8022169562302192,0.8053963623504096
0.383220780419358,0.2896183879387441
0.7436932827565618,0.8383232214385015
0.5316481009718698,0.5101377564004971
0.3328474598195583,0.40656229538713456
0.5755368251804496,0.5376443345135372
0.4383926798043931,0.4069691409298744
0.17206668035943656,0.21133468744645734
0.33503945401724,0.2806481461384073
0.3960199341874235,0.3843967485877443
0.739432316440904,0.7567834112287213
0.7119727083542251,0.6805307821314684
0.21584335710507385,0.1784762800497368
0.45276619853956396,0.489997632066901
0.45700834114211797,0.5158273293006781
0.3869614066565652,0.4509851781467666
0.25210961407682675,0.28292645479385164
0.8215353918654673,0.7774659993710803
0.6465942510139691,0.6090872283148749
0.871917867425855,0.8722287571109161
0.2980423526482685,0.2712066444780867
0.8226664251549325,0.8345314788032857
0.4353707312226108,0.5208716298858564
0.6480371397489415,0.6543091703911637
0.5988391644704245,0.6712561073323824
0.6506525823943635,0.5938591331122401
0.3888575771823333,0.3518808574775197
0.6130236020209384,0.6525167846487424
0.6116871228232126,0.7294750084846893
0.3047633770591169,0.35148833005143537
0.3224975049102552,0.28618987957191444
0.2932704306028777,0.3820585928154344
0.3065275342844916,0.35397638664525033
0.6827046356220582,0.6301681735388286
0.598309878738774,0.679727189933804
0.12585536986396506,0.1381547411716538
0.5954598408108494,0.6824962341821387
0.356250558869177,0.29630697571891745
0.5979481169571959,0.6174706820990877
0.3986685372962368,0.4716980947375276
0.4348606445338552,0.4052716534682268
0.569505788280277,0.5690824261838284
0.3952481329016297,0.3059689526884175
0.2930670919481045,0.29235744019380233
0.7102558778504118,0.6720586825886045
0.4696685511019342,0.4919854249236419
0.47694437702490294,0.4441776812638143
0.3861978014601112,0.3954618282344901
0.8104628153181181,0.6914875574717374
0.3649735884747691,0.3212934708844813
0.5462760331965091,0.4754384282361951
0.41959693447912383,0.47854645695784204
0.5814169996125613,0.5699942454871519
0.5989852726302886,0.5070179837620727
0.2420633488452214,0.26245848521447546
0.4738043790992374,0.4665103549888061
0.5400406393055147,0.5171675837896219
0.4315692065820685,0.4276650627576915
0.7167252192236107,0.7816746884607578
0.13906409023857064,0.1957930069797196
0.2343299682456333,0.19926026697552865
0.36344679462540974,0.44690542710177006
0.4885952097652237,0.5752546729534145
1.083817173451231,0.9469861953063068
0.2894179087126475,0.3162855685422014
0.8144495894057652,0.7962674501764991
0.6466707992968681,0.6636535288771568
0.6958652977086633,0.6551723041780951
0.5431767242541347,0.4819216902868322
0.6567292928712122,0.6955907729488758
1.0915565354659966,1.0486988358566949
0.344379290858848,0.32062190989225564
0.6056578109210002,0.5867203331745514
0.4938037124813064,0.5035519336862098
0.6338714815186685,0.5843281019660286
0.473939401884115,0.6033759891620145
0.680388244079787,0.6518440732866903
0.5617741533398714,0.5396777477774867
0.4744153085101432,0.42769642130954
0.4330228069454344,0.4828753322076153
0.5505378572562113,0.5205281135197996
0.5343817719434928,0.5578799066373433
0.512392307152818,0.575917064689942
0.2509080365507895,0.2935164358266795
0.5144006948096608,0.5506440604777366
0.6641330574016227,0.6443932792292036
0.5761886272388999,0.6480571034730295
0.6042084586134777,0.585403340313414
0.5429885339788683,0.5406478572985798
0.3465568813920805,0.3415493826622903
0.4073230760440064,0.4926551685648713
0.4385890002938817,0.4681591945978406
0.553603146461212,0.5437615799175911
0.4405322181435588,0.5356443584234818
0.5903688601076736,0.6180587791466814
0.7735045094346527,0.6889091415029358
0.5376745510948561,0.6289153515928153
0.3928458762789545,0.3594332481952185
0.6472299609094967,0.6917329267053264
0.4799771039858806,0.4899012134239555
0.6682361368033732,0.6431893708114962
0.6192412409129424,0.6195069364635828
0.4192827706715998,0.3272431042972604
0.5296812782165498,0.5635678258596731
0.1591765435972936,0.21672900369753556
0.2326740603528184,0.144037023798693
0.3841639945852911,0.4517914216931119
0.4601802912161744,0.5369997500851753
0.5625742741918013,0.5071192907295622
0.3639266292817852,0.4861728462370328
0.5530815325526313,0.4881076360514704
