Datetime,Power
2016-01-01 07:00:00+00:00,0.0
2016-01-01 08:00:00+00:00,641.7726250000001
2016-01-01 09:00:00+00:00,4670.0411250000025
2016-01-01 10:00:00+00:00,6864.839375000002
2016-01-01 11:00:00+00:00,6030.192250000002
2016-01-01 12:00:00+00:00,2503.7627500000003
2016-01-01 13:00:00+00:00,2662.7765000000004
2016-01-01 14:00:00+00:00,2015.3677500000003
2016-01-01 15:00:00+00:00,1331.6878749999994
2016-01-01 16:00:00+00:00,1047.668375
2016-01-01 17:00:00+00:00,12.823125
2016-01-01 18:00:00+00:00,0.0
2016-01-01 19:00:00+00:00,0.0
2016-01-01 20:00:00+00:00,0.0
2016-01-01 21:00:00+00:00,0.0
2016-01-01 22:00:00+00:00,0.0
2016-01-01 23:00:00+00:00,0.0
2016-01-02 00:00:00+00:00,0.0
2016-01-02 01:00:00+00:00,0.0
2016-01-02 02:00:00+00:00,0.0
2016-01-02 03:00:00+00:00,0.0
2016-01-02 04:00:00+00:00,0.0
2016-01-02 05:00:00+00:00,0.0
2016-01-02 06:00:00+00:00,0.0
2016-01-02 07:00:00+00:00,0.0
2016-01-02 08:00:00+00:00,526.4456249999998
2016-01-02 09:00:00+00:00,5240.475875
2016-01-02 10:00:00+00:00,5627.910875
2016-01-02 11:00:00+00:00,4347.2350000000015
2016-01-02 12:00:00+00:00,4140.872125
2016-01-02 13:00:00+00:00,2574.332749999999
2016-01-02 14:00:00+00:00,2511.1448750000004
2016-01-02 15:00:00+00:00,1187.168875
2016-01-02 16:00:00+00:00,523.075
2016-01-02 17:00:00+00:00,19.509
2016-01-02 18:00:00+00:00,0.0
2016-01-02 19:00:00+00:00,0.0
2016-01-02 20:00:00+00:00,0.0
2016-01-02 21:00:00+00:00,0.0
2016-01-02 22:00:00+00:00,0.0
2016-01-02 23:00:00+00:00,0.0
2016-01-03 00:00:00+00:00,0.0
2016-01-03 01:00:00+00:00,0.0
2016-01-03 02:00:00+00:00,0.0
2016-01-03 03:00:00+00:00,0.0
2016-01-03 04:00:00+00:00,0.0
2016-01-03 05:00:00+00:00,0.0
2016-01-03 06:00:00+00:00,0.0
2016-01-03 07:00:00+00:00,0.0
2016-01-03 08:00:00+00:00,294.83675
2016-01-03 09:00:00+00:00,6346.961750000001
2016-01-03 10:00:00+00:00,7291.044375
2016-01-03 11:00:00+00:00,3349.941
2016-01-03 12:00:00+00:00,1454.0570000000002
2016-01-03 13:00:00+00:00,1586.0043749999998
2016-01-03 14:00:00+00:00,1363.8041250000003
2016-01-03 15:00:00+00:00,889.0752500000001
2016-01-03 16:00:00+00:00,448.29387499999996
2016-01-03 17:00:00+00:00,20.517124999999997
2016-01-03 18:00:00+00:00,0.0
2016-01-03 19:00:00+00:00,0.0
2016-01-03 20:00:00+00:00,0.0
2016-01-03 21:00:00+00:00,0.0
2016-01-03 22:00:00+00:00,0.0
2016-01-03 23:00:00+00:00,0.0
2016-01-04 00:00:00+00:00,0.0
2016-01-04 01:00:00+00:00,0.0
2016-01-04 02:00:00+00:00,0.0
2016-01-04 03:00:00+00:00,0.0
2016-01-04 04:00:00+00:00,0.0
2016-01-04 05:00:00+00:00,0.0
2016-01-04 06:00:00+00:00,0.0
2016-01-04 07:00:00+00:00,8.353125
2016-01-04 08:00:00+00:00,284.7096250000001
2016-01-04 09:00:00+00:00,675.17875
2016-01-04 10:00:00+00:00,1627.5238750000003
2016-01-04 11:00:00+00:00,3383.254
2016-01-04 12:00:00+00:00,2427.1856250000005
2016-01-04 13:00:00+00:00,1191.0175000000002
2016-01-04 14:00:00+00:00,1466.2113749999996
2016-01-04 15:00:00+00:00,2595.60275
2016-01-04 16:00:00+00:00,1119.5556250000002
2016-01-04 17:00:00+00:00,12.8155
2016-01-04 18:00:00+00:00,0.0
2016-01-04 19:00:00+00:00,0.0
2016-01-04 20:00:00+00:00,0.0
2016-01-04 21:00:00+00:00,0.0
2016-01-04 22:00:00+00:00,0.0
2016-01-04 23:00:00+00:00,0.0
2016-01-05 00:00:00+00:00,0.0
2016-01-05 01:00:00+00:00,0.0
2016-01-05 02:00:00+00:00,0.0
2016-01-05 03:00:00+00:00,0.0
2016-01-05 04:00:00+00:00,0.0
2016-01-05 05:00:00+00:00,0.0
2016-01-05 06:00:00+00:00,0.0
2016-01-05 07:00:00+00:00,5.533089199999999
2016-01-05 08:00:00+00:00,2303.211625
2016-01-05 09:00:00+00:00,4788.389375000001
2016-01-05 10:00:00+00:00,4798.788375000002
2016-01-05 11:00:00+00:00,10676.067625000001
2016-01-05 12:00:00+00:00,9538.329875
2016-01-05 13:00:00+00:00,9597.3405
2016-01-05 14:00:00+00:00,2880.6598750000003
2016-01-05 15:00:00+00:00,4404.946999999999
2016-01-05 16:00:00+00:00,3701.0001250000005
2016-01-05 17:00:00+00:00,100.412875
2016-01-05 18:00:00+00:00,0.0
2016-01-05 19:00:00+00:00,0.0
2016-01-05 20:00:00+00:00,0.0
2016-01-05 21:00:00+00:00,0.0
2016-01-05 22:00:00+00:00,0.0
2016-01-05 23:00:00+00:00,0.0
2016-01-06 00:00:00+00:00,0.0
2016-01-06 01:00:00+00:00,0.0
2016-01-06 02:00:00+00:00,0.0
2016-01-06 03:00:00+00:00,0.0
2016-01-06 04:00:00+00:00,0.0
2016-01-06 05:00:00+00:00,0.0
2016-01-06 06:00:00+00:00,0.0
2016-01-06 07:00:00+00:00,24.754624999999997
2016-01-06 08:00:00+00:00,2721.5942500000006
2016-01-06 09:00:00+00:00,6708.825124999999
2016-01-06 10:00:00+00:00,8082.787249999998
2016-01-06 11:00:00+00:00,4043.002375
2016-01-06 12:00:00+00:00,11365.63675
2016-01-06 13:00:00+00:00,9710.483875
2016-01-06 14:00:00+00:00,6761.919625000001
2016-01-06 15:00:00+00:00,5491.152875
2016-01-06 16:00:00+00:00,2420.37625
2016-01-06 17:00:00+00:00,52.79725000000001
2016-01-06 18:00:00+00:00,0.0
2016-01-06 19:00:00+00:00,0.0
2016-01-06 20:00:00+00:00,0.0
2016-01-06 21:00:00+00:00,0.0
2016-01-06 22:00:00+00:00,0.0
2016-01-06 23:00:00+00:00,0.0
2016-01-07 00:00:00+00:00,0.0
2016-01-07 01:00:00+00:00,0.0
2016-01-07 02:00:00+00:00,0.0
2016-01-07 03:00:00+00:00,0.0
2016-01-07 04:00:00+00:00,0.0
2016-01-07 05:00:00+00:00,0.0
2016-01-07 06:00:00+00:00,0.0
2016-01-07 07:00:00+00:00,0.0
2016-01-07 08:00:00+00:00,174.63249999999994
2016-01-07 09:00:00+00:00,638.4667499999998
2016-01-07 10:00:00+00:00,2349.6921249999996
2016-01-07 11:00:00+00:00,1933.2291249999998
2016-01-07 12:00:00+00:00,1677.64825
2016-01-07 13:00:00+00:00,1915.0108749999995
2016-01-07 14:00:00+00:00,851.0232499999997
2016-01-07 15:00:00+00:00,743.7928749999999
2016-01-07 16:00:00+00:00,199.68362500000006
2016-01-07 17:00:00+00:00,10.4435
2016-01-07 18:00:00+00:00,0.0
2016-01-07 19:00:00+00:00,0.0
2016-01-07 20:00:00+00:00,0.0
2016-01-07 21:00:00+00:00,0.0
2016-01-07 22:00:00+00:00,0.0
2016-01-07 23:00:00+00:00,0.0
2016-01-08 00:00:00+00:00,0.0
2016-01-08 01:00:00+00:00,0.0
2016-01-08 02:00:00+00:00,0.0
2016-01-08 03:00:00+00:00,0.0
2016-01-08 04:00:00+00:00,0.0
2016-01-08 05:00:00+00:00,0.0
2016-01-08 06:00:00+00:00,0.0
2016-01-08 07:00:00+00:00,2.4865
2016-01-08 08:00:00+00:00,425.7461249999999
2016-01-08 09:00:00+00:00,1148.3577500000001
2016-01-08 10:00:00+00:00,1809.6016250000002
2016-01-08 11:00:00+00:00,1203.4880000000003
2016-01-08 12:00:00+00:00,1224.4943749999995
2016-01-08 13:00:00+00:00,1371.091
2016-01-08 14:00:00+00:00,989.7492499999998
2016-01-08 15:00:00+00:00,317.80762500000014
2016-01-08 16:00:00+00:00,194.45575
2016-01-08 17:00:00+00:00,12.540250000000002
2016-01-08 18:00:00+00:00,0.0
2016-01-08 19:00:00+00:00,0.0
2016-01-08 20:00:00+00:00,0.0
2016-01-08 21:00:00+00:00,0.0
2016-01-08 22:00:00+00:00,0.0
2016-01-08 23:00:00+00:00,0.0
2016-01-09 00:00:00+00:00,0.0
2016-01-09 01:00:00+00:00,0.0
2016-01-09 02:00:00+00:00,0.0
2016-01-09 03:00:00+00:00,0.0
2016-01-09 04:00:00+00:00,0.0
2016-01-09 05:00:00+00:00,0.0
2016-01-09 06:00:00+00:00,0.0
2016-01-09 07:00:00+00:00,26.0545
2016-01-09 08:00:00+00:00,2567.1348749999997
2016-01-09 09:00:00+00:00,7229.39425
2016-01-09 10:00:00+00:00,8646.770124999997
2016-01-09 11:00:00+00:00,10424.40675
2016-01-09 12:00:00+00:00,11859.307999999999
2016-01-09 13:00:00+00:00,11105.939625
2016-01-09 14:00:00+00:00,9748.374375
2016-01-09 15:00:00+00:00,4273.842875
2016-01-09 16:00:00+00:00,1292.6515000000004
2016-01-09 17:00:00+00:00,17.278500000000005
2016-01-09 18:00:00+00:00,0.0
2016-01-09 19:00:00+00:00,0.0
2016-01-09 20:00:00+00:00,0.0
2016-01-09 21:00:00+00:00,0.0
2016-01-09 22:00:00+00:00,0.0
2016-01-09 23:00:00+00:00,0.0
2016-01-10 00:00:00+00:00,0.0
2016-01-10 01:00:00+00:00,0.0
2016-01-10 02:00:00+00:00,0.0
2016-01-10 03:00:00+00:00,0.0
2016-01-10 04:00:00+00:00,0.0
2016-01-10 05:00:00+00:00,0.0
2016-01-10 06:00:00+00:00,0.0
2016-01-10 07:00:00+00:00,24.412999999999997
2016-01-10 08:00:00+00:00,210.31025
2016-01-10 09:00:00+00:00,2988.518875
2016-01-10 10:00:00+00:00,7954.513749999999
2016-01-10 11:00:00+00:00,8453.288250000001
2016-01-10 12:00:00+00:00,10563.464124999995
2016-01-10 13:00:00+00:00,4566.113625
2016-01-10 14:00:00+00:00,2252.3408750000003
2016-01-10 15:00:00+00:00,1161.79825
2016-01-10 16:00:00+00:00,498.96199999999993
2016-01-10 17:00:00+00:00,24.696250000000003
2016-01-10 18:00:00+00:00,0.0
2016-01-10 19:00:00+00:00,0.0
2016-01-10 20:00:00+00:00,0.0
2016-01-10 21:00:00+00:00,0.0
2016-01-10 22:00:00+00:00,0.0
2016-01-10 23:00:00+00:00,0.0
