GUID,ProgramID,Orchestra,Season
8e483a56-2f02-4a63-9d57-bb43b6b26073,5949,New York Philharmonic,1947-48
dbe45c46-cc59-47f3-8db0-9d8aaff3c666,5953,New York Philharmonic,1947-48
14d94357-210c-468a-897f-9c8777a4388e,5958,New York Philharmonic,1947-48
2b343704-2fc3-43b1-8521-ccbb1d2ca8bf,2989,New York Philharmonic,1947-48
0dd756b6-7d04-4b9c-b55c-1647ccebd08b,5962,New York Philharmonic,1947-48
8016bbfc-0276-4260-acc8-7bd3df4ebf84,5970,New York Philharmonic,1947-48
8120df9e-b6f2-41b7-bde4-fec7acc87e29,5977,New York Philharmonic,1947-48
70876358-7a63-4b89-90f3-604ae86e255a,5986,New York Philharmonic,1947-48
44606ca8-934b-4070-822d-4706398a43d5,2902,New York Philharmonic,1947-48
61c37233-fc1a-40a5-8530-a31824e3e63a,2909,New York Philharmonic,1947-48
8ee3dc23-3965-4491-a325-d8e9b7d40260,2918,New York Philharmonic,1947-48
7986e01f-2c93-41f1-af0f-4bb84e95f742,2926,New York Philharmonic,1947-48
51b8cfac-338b-43cb-90ee-f349483bf324,2935,New York Philharmonic,1947-48
82460ce2-6a42-40e7-b513-e99a94763d13,2943,New York Philharmonic,1947-48
84c1e96c-b6d4-4c8e-8b45-577787066c89,2953,New York Philharmonic,1947-48
db629a34-6b79-491b-be54-388704ae5b7b,2963,New York Philharmonic,1947-48
b9e3be4e-036c-4f66-b6ac-f34b0d16d055,7321,New York Philharmonic,1947-48
85cd78ff-c265-474b-a664-f8a69d7b0ec3,2969,New York Philharmonic,1947-48
d40d1e9e-46c7-4a46-aa87-5a6f95db46aa,2972,New York Philharmonic,1947-48
8f507d17-7595-45ec-bc97-d6a72201706c,2976,New York Philharmonic,1947-48
9b80b87b-0f46-424a-b9de-28ec2d9c852a,7264,New York Philharmonic,1947-48
8ab18f09-713b-4096-a3e8-af8881404dca,7270,New York Philharmonic,1947-48
17089f3f-59be-4d21-b861-c67b818b26be,7276,New York Philharmonic,1947-48
b67bd8dc-604e-4741-8fe2-20d89eb635e0,7282,New York Philharmonic,1947-48
a62604a1-8128-41c5-a30c-ae4b2c2e0eb9,7287,New York Philharmonic,1947-48
0ba93f8d-202d-42b1-b8df-1d32a4446262,7292,New York Philharmonic,1947-48
448b4e18-56e6-4371-8415-c7ea5d69d9c1,7297,New York Philharmonic,1947-48
0fd833fc-3457-474b-ada0-890d945d581e,4317,New York Philharmonic,1947-48
20bb7367-aa84-451f-bd52-3ec8387821c4,7301,New York Philharmonic,1947-48
3b1c810a-eb09-4a68-aaf5-74c9c5a38137,4699,New York Philharmonic,1947-48
638a23ba-06c1-4587-98dc-c40c30a9ad60,7304,New York Philharmonic,1947-48
48857311-8293-45bb-9ea0-3defb82010e8,7308,New York Philharmonic,1947-48
5cf1521e-36af-4938-ba3b-2e8eb6eda7e8,3594,New York Philharmonic,1947-48
4a5801f0-40ef-488f-9c15-02e93525fc62,3602,New York Philharmonic,1947-48
3148d672-b4a2-4f96-b079-b46db63e0fbd,639,New York Philharmonic,1947-48
3b699d38-ceb3-40cc-9d34-b91b45ea60a6,3609,New York Philharmonic,1947-48
c89312d7-18a8-4291-ada8-2fed81e5bc1b,3615,New York Philharmonic,1947-48
2ad69154-4c62-46e2-bff1-859e9f0a035e,3621,New York Philharmonic,1947-48
77ab37e8-e23c-4646-864a-74f3de91fbae,3626,New York Philharmonic,1947-48
3fed117d-5b1d-4e57-9a37-890ad7a60220,3629,New York Philharmonic,1947-48
7732f5f3-9f12-4dee-894d-80907e6a26dd,3632,New York Philharmonic,1947-48
1f5427bb-fe79-42ae-84e0-502b10e51f53,3636,New York Philharmonic,1947-48
a03b4c22-a59d-4602-b006-e0fc649c4912,3642,New York Philharmonic,1947-48
42885193-9db4-46d1-bc1f-18beb5e197aa,3647,New York Philharmonic,1947-48
c3779360-325d-45c4-b282-0215826778cb,560,New York Philharmonic,1947-48
1c526637-53c9-4d75-82f5-c1e45c652d0c,570,New York Philharmonic,1947-48
fdd59e8a-d50c-46c0-ac16-b6f55cf35cee,577,New York Philharmonic,1947-48
27335f81-971e-475e-8c0e-19d04f1f8f44,582,New York Philharmonic,1947-48
352fdc5c-c0ef-4e01-9b39-fd24de4e4913,589,New York Philharmonic,1947-48
274798a5-5197-4bc0-952c-4357dccc39b2,595,New York Philharmonic,1947-48
3498b780-077b-4584-9fc7-1a1be38320bf,601,New York Philharmonic,1947-48
9b665bbd-19d8-4545-b3ea-59dd0d57a578,4989,New York Philharmonic,1947-48
efd16f30-03d5-440a-ac34-5d9e26cf990b,605,New York Philharmonic,1947-48
328d0dca-6b68-4b52-895d-682254a2530f,612,New York Philharmonic,1947-48
2a82771c-bc0e-4376-8569-14f48f677261,617,New York Philharmonic,1947-48
af84fa62-604f-4569-80a2-b891c6dfdadc,623,New York Philharmonic,1947-48
1d7cda41-8208-4e8c-8608-e70e4c0d63ad,4910,New York Philharmonic,1947-48
25ec6c8c-0ded-454d-aa76-4869abf0ae35,4915,New York Philharmonic,1947-48
e89d005f-3489-488d-a889-fb6c45a2caf2,4921,New York Philharmonic,1947-48
ef03919b-1f4f-4605-ae52-0fc9546990b6,2375,New York Philharmonic,1947-48
81b02075-8a98-4bbb-ac94-a6a46270e1e0,4927,New York Philharmonic,1947-48
c046c803-dddd-4d3b-99a0-7f06952721cc,1990,New York Philharmonic,1947-48
c3540760-9469-4267-827b-151d6af04931,4933,New York Philharmonic,1947-48
fe28a476-7e3f-4093-af49-11c64eba9d38,4940,New York Philharmonic,1947-48
4e04797a-0233-49fb-b141-3e3a35eddaf9,4949,New York Philharmonic,1947-48
059f59b8-d007-47d6-b01a-a7bfe9e1c51f,4955,New York Philharmonic,1947-48
fd005d1c-d757-40f7-8cca-d145212c1070,4961,New York Philharmonic,1947-48
bc27576d-8d0c-41d9-9231-d6ca524eef93,4971,New York Philharmonic,1947-48
7754094d-3377-4004-9258-47e150e90434,1891,New York Philharmonic,1947-48
36f310ef-c36f-4ea1-a17c-6882e4c4048f,1898,New York Philharmonic,1947-48
72dbcf10-19f1-48a4-8b11-8735d099c1f7,1906,New York Philharmonic,1947-48
767e90ff-5a30-4e68-9531-669ded102650,1913,New York Philharmonic,1947-48
d810250a-9820-4725-8cd9-0de349d5076c,1920,New York Philharmonic,1947-48
9d66f49d-ca1f-46b8-ab35-e8928376bf28,6320,New York Philharmonic,1947-48
d634ca7b-3116-42e4-8cc1-58c2a3956986,1928,New York Philharmonic,1947-48
95f3c982-e763-4535-9a1e-97a5f0da44de,1937,New York Philharmonic,1947-48
d387b389-a2f1-41aa-aa18-e6f780304661,10925,Stadium-NY Philharmonic,1947-48
d2e1d089-d5ee-4081-a206-d10ce6a0f330,10926,Stadium-NY Philharmonic,1947-48
848ecca8-a174-4021-833f-a9b3c7cfaa3b,10927,Stadium-NY Philharmonic,1947-48
52a1e972-63fc-42b9-ad98-9eae9471ef2a,10928,Stadium-NY Philharmonic,1947-48
7ac50561-eab9-4228-b530-b896f4018173,10929,Stadium-NY Philharmonic,1947-48
3be21e0f-09f2-4db3-9777-3c44e2abbb31,10930,Stadium-NY Philharmonic,1947-48
d186ff0b-8233-43b2-9dfe-074760ba5bd5,10934,Stadium-NY Philharmonic,1947-48
3ae2024f-f252-4a9f-b395-874db90b5158,10933,Stadium-NY Philharmonic,1947-48
c885712a-6900-48da-8899-f72ea5700160,10935,Stadium-NY Philharmonic,1947-48
a336724c-74ed-4c12-b09d-581437670e9f,10938,Stadium-NY Philharmonic,1947-48
a8944257-80a4-4022-81a3-3be92315c2b3,10940,Stadium-NY Philharmonic,1947-48
736ce48e-9686-41e4-9fdc-b3821fcffb07,10941,Stadium-NY Philharmonic,1947-48
59dd4490-fe98-4f49-8ab9-9b43be720655,10942,Stadium-NY Philharmonic,1947-48
2ace87fc-f700-4d47-aaf0-41d10483d6dc,10943,Stadium-NY Philharmonic,1947-48
8007347e-d1eb-42fd-a643-61df827f4e87,10944,Stadium-NY Philharmonic,1947-48
6804374f-ad02-42d0-bb35-41530b127c2f,10945,Stadium-NY Philharmonic,1947-48
a8ae938a-08f8-44cb-be24-0ce614712e62,10946,Stadium-NY Philharmonic,1947-48
6ad473e6-9d9b-4bd1-921f-6ebb6c006806,10947,Stadium-NY Philharmonic,1947-48
1db74de3-185c-4f05-ae8f-ba39de142170,11191,Stadium-NY Philharmonic,1947-48
da761c87-d2f8-4362-86d7-a7ef6335514a,10948,Stadium-NY Philharmonic,1947-48
2672c279-e27b-42a9-815b-5f018ffefb2d,10950,Stadium-NY Philharmonic,1947-48
4971dc3e-796e-4bf3-9ef1-229ef6c5018a,10951,Stadium-NY Philharmonic,1947-48
e78453e3-cc85-4c25-a032-004ad9c7d357,10952,Stadium-NY Philharmonic,1947-48
398e7e28-fce0-4386-9086-a511c6037ecd,10953,Stadium-NY Philharmonic,1947-48
94b62cdd-86fc-4d34-8191-76482b08f787,10954,Stadium-NY Philharmonic,1947-48
f7dde506-0403-4e2d-98cb-6f023b58804e,10955,Stadium-NY Philharmonic,1947-48
20cba2c1-5520-45f4-85b6-70dc9b1f13b1,10956,Stadium-NY Philharmonic,1947-48
064524f5-5bdc-4ff6-b033-9f2c3bc5c31e,10957,Stadium-NY Philharmonic,1947-48
60d1adb7-cfd3-42a3-bd27-8155e09433e6,10958,Stadium-NY Philharmonic,1947-48
2763c91c-1361-4bc1-835b-4c9360981b00,10959,Stadium-NY Philharmonic,1947-48
08145965-8d62-4c7a-b710-36129c9e6f2a,10960,Stadium-NY Philharmonic,1947-48
a3721b21-0d1a-451c-899e-c58df63dde0f,10961,Stadium-NY Philharmonic,1947-48
f53803d7-70aa-4f2e-8682-f1559b327fb3,10963,Stadium-NY Philharmonic,1947-48
e9a3ac39-c195-45cf-a164-3f2f13db483d,10964,Stadium-NY Philharmonic,1947-48
935959cd-a311-4134-97ab-1f6b2ab1134b,10965,Stadium-NY Philharmonic,1947-48
