GUID,ProgramID,Orchestra,Season
87e2feb3-1ae2-4734-ac5d-d679126e52e1,8755,New York Philharmonic,2000-01
c33931f1-3fa2-4066-924e-c6eccb7be794,8765,New York Philharmonic,2000-01
c4f0cd11-bb9f-4632-8e67-5e7b79c4dc22,13766,Musicians from the New York Philharmonic,2000-01
e6d2d188-f2e6-4640-9b3f-6bb4d833ae6a,8994,Musicians from the New York Philharmonic,2000-01
0238cf9e-1c8c-41e2-b2c1-46af5ce3f825,8766,New York Philharmonic,2000-01
fbab573d-a688-4169-a615-d35a382f5e1f,8995,Musicians from the New York Philharmonic,2000-01
39010ba7-65cb-4ed7-ba8d-b85d4ec4ee4c,8767,New York Philharmonic,2000-01
60fcbc7e-826d-486f-94b2-567bc40b4b02,8997,Musicians from the New York Philharmonic,2000-01
7cf89f11-86b3-412b-b72e-2a6c73fb7ec2,8768,New York Philharmonic,2000-01
0033443c-a9cd-4693-a36b-6d2a8b34ad7d,8769,New York Philharmonic,2000-01
c7de5e08-2e9e-4dee-907f-1812df3d7c14,9005,New York Philharmonic,2000-01
b2cedf19-2bd1-4991-942b-7e5ad279b371,8770,New York Philharmonic,2000-01
e7314cb8-ab76-4a90-88cb-f1e2baebb80c,8771,New York Philharmonic,2000-01
78fd9d5f-f0e1-4db8-a644-c8f43fdf6a73,8971,NY Philharmonic Ensembles,2000-01
7787cbfb-3f0e-4f03-804b-be323b155d52,8996,New York Philharmonic,2000-01
eb369a99-904c-45a1-9a1a-079cc8bffa02,8788,New York Philharmonic,2000-01
b0aced08-00c4-4932-9da1-cf55301690a9,8789,New York Philharmonic,2000-01
bab0f35f-fb4c-4458-9282-399df122d303,8790,New York Philharmonic,2000-01
7e01b282-aae6-4eeb-b038-7de641852f92,13551,New York Philharmonic,2000-01
0b7f95c4-e6ed-4811-b946-57317b96d56c,8791,New York Philharmonic,2000-01
6d3b120b-c6b0-4b5d-bc78-099c4f1baf29,8972,NY Philharmonic Ensembles,2000-01
3472e29c-526b-4262-a830-8c91650a8284,8792,New York Philharmonic,2000-01
896f861f-7c47-4ded-810b-2a80269a86b6,8793,New York Philharmonic,2000-01
4c08393c-fba7-4790-8efc-5eea2c259072,9011,New York Philharmonic,2000-01
a59ac92e-8cbf-4bf0-84b9-a35896aa57cd,8794,New York Philharmonic,2000-01
a1196de3-46a8-4f6d-9310-37f968ae8fc6,8795,New York Philharmonic,2000-01
