GUID,ProgramID,Orchestra,Season
65e5f50c-ca22-4980-944d-ef09d08d56f2,8457,New York Symphony,1917-18
307c673b-0641-400e-a40b-af70c3af7044,4533,New York Philharmonic,1917-18
adaf375e-44af-4f90-8c07-7879b0b31c7a,4539,New York Philharmonic,1917-18
4e44f8ac-70d2-4e29-ae79-0d54d6cff80d,8458,New York Symphony,1917-18
a534f2ac-ff37-4ac6-abc4-55881907a464,6230,New York Philharmonic,1917-18
1eb85c7b-012c-4013-ac0b-53ed5d4e4cfe,6656,New York Philharmonic,1917-18
94e73ea9-3671-4584-859b-b96678229b11,6659,New York Philharmonic,1917-18
310dc364-bd5e-4ae8-aec9-c4b2cb10db31,8461,New York Symphony,1917-18
80e3f6de-13ea-4929-94a9-c4719fb3d7d7,8462,New York Symphony,1917-18
9538b941-c858-4d3a-9284-758124bbe769,13834,New York Symphony,1917-18
58830cfd-d971-4ac7-a136-1bdba38fc5ec,12548,New York Symphony,1917-18
752f6e0c-e6f8-477c-9ed7-512a66e75de0,4962,New York Philharmonic,1917-18
a7933c36-9ff0-4d6e-9d42-45067f55f095,8464,New York Symphony,1917-18
2e48cb58-c7a7-4b10-8668-102ab0b0be55,4968,New York Philharmonic,1917-18
06398274-8538-4e43-b74b-5a6714789cee,10572,New York Symphony,1917-18
ed45db5a-8bd0-4899-9dc9-c40bff7b5b45,10403,New York Symphony,1917-18
ce1c97b2-ae04-4fa6-a424-5cb6bc104416,8465,New York Symphony,1917-18
6a384b56-3ef0-4d1e-8658-00598db99ef8,4973,New York Philharmonic,1917-18
1f2c60da-8db6-489b-8b94-dcde3717ed56,4976,New York Philharmonic,1917-18
bd258e4a-81cf-497d-ad2a-154bfa61f37e,4982,New York Philharmonic,1917-18
9e42f54d-7ec5-4d96-ac24-5ff61b87c1de,4986,New York Philharmonic,1917-18
f11c30d7-83f5-476f-9b79-a504f1738b7d,4990,New York Philharmonic,1917-18
ed72a079-b736-4183-a4d0-3bce21889eeb,5398,New York Philharmonic,1917-18
2e0526f6-4d59-4650-823f-93f975ddc207,8466,New York Symphony,1917-18
5d46e33d-978f-481e-af47-1626727235ba,5405,New York Philharmonic,1917-18
5bc01996-6059-414a-9e22-20581035e9b4,8467,New York Symphony,1917-18
2d272981-8f50-4a00-89a3-cbb3f58fe578,7034,New York Philharmonic,1917-18
8165b5a8-4560-40e8-99f0-532c83bc9958,10404,New York Symphony,1917-18
29290e35-ce12-43fd-9d2a-aeb1cffb0867,8468,New York Symphony,1917-18
6d1f027e-3859-431b-885a-4e74be362c8a,5413,New York Philharmonic,1917-18
