GUID,ProgramID,Orchestra,Season
515ba794-24de-4f07-bda2-627c2d5f16ec,6900,New York Philharmonic,1899-00
f93e0be5-da91-43fe-b9f5-db7c286163af,9868,New York Symphony,1899-00
cf9434d7-a710-4263-8f1f-969766facd05,3893,New York Philharmonic,1899-00
6f219db7-70ba-4e8c-b724-129c6aff2b49,10554,New York Symphony,1899-00
d8260346-769c-4e0f-bda0-bbd1c31a3f7c,11630,New York Symphony,1899-00
bb9c23e1-2c57-433f-9177-e1eb5b2b9868,9867,New York Symphony,1899-00
12ecea10-db2b-40f6-98de-0e3ade9a69fd,213,New York Philharmonic,1899-00
4cab3bc4-f5da-4aae-bfc9-6601b0ad35f9,9869,New York Symphony,1899-00
5cb0deb6-9a00-4a6b-838d-9396ba2f95c9,219,New York Philharmonic,1899-00
756ce606-c459-4c83-9a1b-5794c8f7726c,10555,New York Symphony,1899-00
e1e8a28f-7077-457f-aa9e-ce5e4eae6fc3,4584,New York Philharmonic,1899-00
1b9aa46f-d05e-4934-9a23-28eab77ba910,9870,New York Symphony,1899-00
012c7395-bdb5-4346-a6a5-996a387f76d6,1557,New York Philharmonic,1899-00
12981a9d-a612-47fc-9f5a-e9bc699de04e,9871,New York Symphony,1899-00
d1ba5f0a-9890-4a35-a495-26f941b2bc00,1562,New York Philharmonic,1899-00
4fd0c5e1-8dba-419f-9c67-2d079b3c581c,9873,New York Symphony,1899-00
928c146b-4f06-4c46-a215-7edf0ed2d989,5954,New York Philharmonic,1899-00
