GUID,ProgramID,Orchestra,Season
b339cbda-e7d1-4732-96b5-db851cce9c52,2932,New York Philharmonic,1988-89
53432c92-6fe5-46d5-af5e-8ba162ffaf5d,2940,New York Philharmonic,1988-89
c48454de-cf7e-4f93-b630-602986ba4f37,2948,New York Philharmonic,1988-89
b4beef61-0be2-4f7b-8aae-e21886aee94b,2955,New York Philharmonic,1988-89
50f624e9-7599-4768-8b83-a8c599ed8ffa,2960,New York Philharmonic,1988-89
112b4830-a392-46f0-bcbf-1d57414021b8,2967,New York Philharmonic,1988-89
28115c18-2bce-44d9-83ae-2b9223a91825,1563,New York Philharmonic,1988-89
1e124fd7-ef7a-4ea7-8e44-19a4c080a44c,1568,New York Philharmonic,1988-89
70e45dbf-c1ad-4adc-bbc6-1c27e7c6da39,1572,New York Philharmonic,1988-89
b5ac2b02-75a0-4c24-af3a-594a4707f027,1579,New York Philharmonic,1988-89
59b7a6f0-d4ba-403f-b6d4-5f8bf01e756b,1584,New York Philharmonic,1988-89
192cac3d-f514-4d2f-97e9-8c651a74c9b4,1587,New York Philharmonic,1988-89
bd70b52d-5522-4ed2-8c36-00fe69382fb3,5959,New York Philharmonic,1988-89
e8b7483f-409b-46bd-b30d-4e22c31c49b0,5965,New York Philharmonic,1988-89
3b8f191c-6fce-47fe-acaa-ed2678eb36cb,5973,New York Philharmonic,1988-89
4b6c7a8d-181d-488a-bd7c-b812ebf2eb36,5982,New York Philharmonic,1988-89
7d1b9f02-e4fa-4793-a7ef-98d20ac97e76,5993,New York Philharmonic,1988-89
0651dd45-bcf1-48fb-a57b-d91822d89146,13531,New York Philharmonic,1988-89
8d1122c2-a046-41da-aa9e-f2595b258c5d,2923,New York Philharmonic,1988-89
a6eb92a6-bedb-44c0-a589-a0bd19ec1219,3052,NY Philharmonic Ensembles,1988-89
ab9bbc2d-0613-4fca-87e7-e6471c04a694,3057,NY Philharmonic Ensembles,1988-89
660000a0-ed93-4975-9311-1e9bba834140,2933,New York Philharmonic,1988-89
b3b65e57-cdec-4e0c-8188-95de8dfc462d,2941,New York Philharmonic,1988-89
14d2b60a-09c6-4e80-8cfd-c22cb7fd5de1,2949,New York Philharmonic,1988-89
9ef2f1f7-3b16-4f1a-9110-1b84d6ce3928,2956,New York Philharmonic,1988-89
acf41ae7-e595-4a77-bd02-266025f2ca8b,3063,NY Philharmonic Ensembles,1988-89
ad1fd16b-aed0-4690-8191-16bcb6f98ced,7281,New York Philharmonic,1988-89
b77abe6b-9e5c-4fa9-8440-3d608ad0221d,7285,New York Philharmonic,1988-89
a5350c20-ea15-4a1d-a2bf-892d8dd7cc68,7291,New York Philharmonic,1988-89
99b42a35-f199-4388-b23a-d93c6f17bd84,7295,New York Philharmonic,1988-89
8a61c7e3-f632-44cd-a234-2fd0518c1be8,7299,New York Philharmonic,1988-89
5d0d991f-1e11-4504-94c9-37eb88e43819,7302,New York Philharmonic,1988-89
882439b9-2c50-4c5c-a269-eabd24f7807b,7305,New York Philharmonic,1988-89
95980dda-95ec-4647-8687-7d9d22310812,3612,New York Philharmonic,1988-89
