GUID,ProgramID,Orchestra,Season
1ee3da34-7c2e-478f-b6ab-173dbb77e65d,9396,New York Philharmonic,2005-06
504cc743-a92d-4e55-b988-7032a1a7e092,9434,New York Philharmonic,2005-06
5217c34d-7ab0-4ca4-bf45-6af14e69d377,9302,New York Philharmonic,2005-06
563da983-a605-49f1-ac8a-fca24e804c5a,9388,New York Philharmonic,2005-06
47855112-19e3-407f-843c-3f7bb4b6f040,9395,New York Philharmonic,2005-06
cfe08209-9057-4e50-a0de-a150580bca30,9506,New York Philharmonic,2005-06
a5e5a2ff-557c-4d23-81de-3d3d685c27de,9507,New York Philharmonic,2005-06
e5ea816e-30ca-410e-a803-dc65dbf26aef,9508,New York Philharmonic,2005-06
a207a587-5313-4b0d-bf7d-4c58e176ef77,9397,New York Philharmonic,2005-06
d1509a62-704d-420e-9417-e77b2028e764,9398,New York Philharmonic,2005-06
bd6654bf-b923-45dd-b69d-196ff49ace85,13312,New York Philharmonic,2005-06
279d318a-637a-4bf9-ad62-73de193696ed,9350,New York Philharmonic,2005-06
bbb845f5-c3e8-43f7-a9ee-e0325b4aab14,9369,New York Philharmonic,2005-06
6518f61e-810b-4e79-ab63-1d45b3c1b547,13716,NYP Presentation,2005-06
e84ceb30-6f5e-4390-91b7-a1d0d8eebef2,9370,New York Philharmonic,2005-06
644b6de2-0ad4-4482-9601-27ec61ee84d1,9371,New York Philharmonic,2005-06
94eb3d90-d845-4a85-ab39-d4d458bd6e0a,13564,New York Philharmonic,2005-06
bfccfca8-790e-4d1f-8a79-415485f345dc,9439,New York Philharmonic,2005-06
977b59b9-473f-495e-8561-e08035d1223d,2009,New York Philharmonic,2005-06
226658cb-7515-4f36-bb13-98abad17e99f,9498,NY Philharmonic Ensembles,2005-06
c4565242-f775-41b3-b4e4-90ead8dfc925,9440,New York Philharmonic,2005-06
ed137b7c-57df-49fc-96e6-2a820e077a96,9515,New York Philharmonic,2005-06
e6f40453-02b9-4a93-bf33-3001c494ef24,9441,New York Philharmonic,2005-06
238bb433-b10d-4da9-b244-e9583d14b5f5,9514,New York Philharmonic,2005-06
d7827190-db6e-4d68-a41f-11a7a915f34d,9041,Musicians from the New York Philharmonic,2005-06
206c3719-f19d-4456-a1eb-a1bc717c2239,9516,New York Philharmonic,2005-06
13c061f1-1543-489e-9615-4fc0c9e0a976,9754,Musicians from the New York Philharmonic,2005-06
0e6a30e3-7a97-4094-93f2-4e0f04a3a18b,9517,Musicians from the New York Philharmonic,2005-06
9f990091-ab57-4d45-8089-1bcea0d7a3b3,9443,New York Philharmonic,2005-06
957fafce-76d4-42ef-b66e-09bed0cdc310,2718,New York Philharmonic,2005-06
5e78bbc4-737d-4c5d-8207-3240f6081f14,9464,New York Philharmonic,2005-06
4918ed56-2487-491c-a9c8-99966f0b95d1,9465,New York Philharmonic,2005-06
821e8a2d-faaa-49dc-b5e6-29b4ffc5e0d0,9466,New York Philharmonic,2005-06
1fac5853-f508-47fa-a02c-97ec8f6c16d0,9469,New York Philharmonic,2005-06
74d74e91-add7-4297-91a2-0d2042956806,9468,New York Philharmonic,2005-06
0c64bf08-6d3b-4fce-9cb4-74b4a26d053e,9423,New York Philharmonic,2005-06
cb781342-a754-418a-935f-13be394d8003,9424,New York Philharmonic,2005-06
33f077be-32ee-4432-b7b8-c28c6650a801,9425,New York Philharmonic,2005-06
3ea8a203-2b4e-40a9-94fc-5701c846212e,9266,New York Philharmonic,2005-06
fe2394ae-181e-458a-b069-995a75deee30,9444,New York Philharmonic,2005-06
d812f9b6-9c13-477a-80a5-daeeb84d832a,2075,New York Philharmonic,2005-06
dfac879f-a245-44bc-b1d9-c09e08297a33,2687,New York Philharmonic,2005-06
e0912635-13e3-4ab8-8822-7c3fb5706dd1,9445,New York Philharmonic,2005-06
3e9ddc89-9147-4133-bb19-4cf2bc0231f0,9446,New York Philharmonic,2005-06
3a0fe14b-70bf-484b-8502-446e4b0f6717,9233,Musicians from the New York Philharmonic,2005-06
59719505-f61a-41a5-a438-124a86d32b8a,9447,New York Philharmonic,2005-06
c2676287-fbf0-4278-a172-5309f873b800,9364,New York Philharmonic,2005-06
a440dce9-82d0-4f4b-b8ea-b1f8d31e10cb,13565,New York Philharmonic,2005-06
72842990-3ecb-41a1-8e5b-6dd3eee580ef,9499,NY Philharmonic Ensembles,2005-06
0acc77af-2236-4fc7-b3e9-eaaf378d61c1,9419,Musicians from the New York Philharmonic,2005-06
9742ea02-9e94-4da6-bbeb-c0a4fdf14673,9448,New York Philharmonic,2005-06
758c20ee-649b-4154-a855-0a2c7525030c,9449,New York Philharmonic,2005-06
0e8e7b28-bae3-46af-aacb-141f77526a0c,9755,Musicians from the New York Philharmonic,2005-06
442f9cda-e980-460c-a121-774f2f46624f,9450,New York Philharmonic,2005-06
01245f87-be30-4e8b-9a8a-189929b7956c,9604,New York Philharmonic,2005-06
2b29c852-d734-4def-a370-4129af5b524f,9605,New York Philharmonic,2005-06
a5dd65a3-4479-472b-8239-58da829fd3e8,9451,New York Philharmonic,2005-06
f6889db2-1ce0-496d-aefc-4be84b239712,9452,New York Philharmonic,2005-06
261c6062-7a3b-48af-a138-9299e53f7952,9491,New York Philharmonic,2005-06
ad054006-b3f8-4130-882c-eedaaca25e5c,9360,NY Philharmonic Ensembles,2005-06
e725b544-84ec-4563-8f9f-e8a345363884,9453,New York Philharmonic,2005-06
0ed44b85-2a19-444f-af73-97883514ac21,13566,New York Philharmonic,2005-06
e7bf62d8-cfa0-4c0f-976d-5a94f28d5962,4970,New York Philharmonic,2005-06
1a21331b-4f1c-4470-8c8e-fc20d7a2b513,9454,New York Philharmonic,2005-06
c56e6b46-76ac-4d42-870f-0683878601b0,9756,New York Philharmonic,2005-06
8c26b61f-6191-4df9-9755-704cc310be89,13717,NYP Presentation,2005-06
86c9f2b7-dcb1-40cc-a0e0-e4b45154ef39,9455,New York Philharmonic,2005-06
4b7bc677-5c80-4145-a2a1-bd8230658d9b,8040,New York Philharmonic,2005-06
ea49e87c-841b-4c95-9e81-122c5b73dee0,9457,New York Philharmonic,2005-06
7fa8ab17-8589-40d8-a3a4-0eeaf07e8fdf,13718,NYP Presentation,2005-06
491adba4-e01f-4a44-a267-d6e76ffbb027,9458,New York Philharmonic,2005-06
fa049146-62ed-447e-a6b6-ff0d9faf049e,9492,Musicians from the New York Philharmonic,2005-06
6ed4b42e-c170-4b39-a698-23332acf0b5c,9462,New York Philharmonic,2005-06
cfbddb92-5c04-4371-b931-bb767d2fcb86,9361,NY Philharmonic Ensembles,2005-06
67826330-3ea7-4f7c-82a5-d2a80bcd63b3,9459,New York Philharmonic,2005-06
c9fc1847-f083-42d6-9adb-028fc81459e2,9456,New York Philharmonic,2005-06
710b60d5-343e-479a-ad04-decb960d5f66,9442,New York Philharmonic,2005-06
472e105e-4ea7-4d55-949c-b636603f8925,8590,New York Philharmonic,2005-06
5e3841d9-742d-4a8d-9e17-1c460dd9eeae,9463,New York Philharmonic,2005-06
46fe7738-9a4a-4faf-8a4b-542c3b6cd93d,3712,New York Philharmonic,2005-06
012e5a25-842b-4e43-b18f-ef70dde6cd36,9486,New York Philharmonic,2005-06
63474a8c-d4b7-495b-9f88-110f217577a6,9460,New York Philharmonic,2005-06
