GUID,ProgramID,Orchestra,Season
e63c280e-e61b-4aef-ba09-b62a8eea84ba,5850,New York Symphony,1880-81
8c1677db-9c86-40f0-b107-7839debf7973,7140,New York Philharmonic,1880-81
2fe2ecf5-b835-41c2-90fc-1c01a6900e9c,6007,New York Symphony,1880-81
86ac5a29-8ac3-4634-8cb3-597e064177e4,4118,New York Philharmonic,1880-81
6668217e-d137-4909-9c98-151b4d8eba58,11602,New York Symphony,1880-81
d767aea5-1853-44f2-bb6b-3364f328baa5,6019,New York Symphony,1880-81
2fc39504-c22d-4da3-8694-f12fab930d57,415,New York Philharmonic,1880-81
317fcc07-68d2-4e93-9837-1b0e9fa082d1,6721,New York Symphony,1880-81
7be601e4-eef5-4557-bf6e-14b96dae8da9,4805,New York Philharmonic,1880-81
165cb751-a150-4e51-b03d-e963088fb7d9,6866,New York Symphony,1880-81
fa99af41-b47e-444e-af35-788a43ca0c1d,1751,New York Philharmonic,1880-81
2cac83e8-af90-45fb-861a-37d79815026f,6939,New York Symphony,1880-81
e06f8121-fc86-4a06-906d-a3c63756a07b,6165,New York Philharmonic,1880-81
