GUID,ProgramID,Orchestra,Season
8896b2fb-6fea-42aa-8768-9e9bbc3e2089,3016,New York Philharmonic,1965-66
f0ad3508-a9e8-463c-b7bc-de84dcfb94bf,3019,New York Philharmonic,1965-66
240a917a-c652-4b99-a980-ca173d935c8a,7357,New York Philharmonic,1965-66
d28ec952-1a47-4e48-a430-944fe8f9a571,7359,New York Philharmonic,1965-66
5ecb0b67-dc42-4643-9253-ed01ac96f6b7,7361,New York Philharmonic,1965-66
aa9c3297-a5c5-4493-a31d-b92289eceb1c,4397,New York Philharmonic,1965-66
54401103-4857-476d-a248-9389721a27d8,7362,New York Philharmonic,1965-66
cb4a3e46-7c17-4e7d-bcfe-c27b2ad3c41a,7364,New York Philharmonic,1965-66
9de5abd7-9487-4f8c-903b-b2f4d4f21b7a,7366,New York Philharmonic,1965-66
586822f1-b137-466a-be46-9145b0c371f5,4350,New York Philharmonic,1965-66
a0fdd954-ee21-4f3e-96bb-fa933a34939c,4352,New York Philharmonic,1965-66
7cb17139-0ceb-4073-a4a0-8d4b8a2ecf35,4354,New York Philharmonic,1965-66
ccfe4bb6-d79c-47c4-a985-579b018f9203,4356,New York Philharmonic,1965-66
6cb357c8-4268-45be-a333-5cc1cf17ff6c,1345,New York Philharmonic,1965-66
87c0d562-75b4-4b66-9cb0-a11e78b64acb,4358,New York Philharmonic,1965-66
4dc31e1f-12cd-4341-8003-29ec3e3661bc,4359,New York Philharmonic,1965-66
1bb9baf1-d3d8-4346-b068-f8d89923315f,1284,New York Philharmonic,1965-66
08109a78-63f0-47a8-9457-f3a1a3139881,1287,New York Philharmonic,1965-66
02d43fb2-a0b8-41b4-a449-d30611f8cfb8,1291,New York Philharmonic,1965-66
443055a7-c82b-484a-a8cf-fb5c165469fa,11823,Members of NY Philharmonic,1965-66
4304b6ce-2265-49b7-8f3c-78c7264baea1,5745,New York Philharmonic,1965-66
9c69ebe1-8e8b-451b-b334-5982f99db045,1293,New York Philharmonic,1965-66
84bb2646-b287-43af-8c0b-5e16eb2ae1e8,5032,New York Philharmonic,1965-66
5c1519e4-613b-4ea4-bcc8-25d458b7f442,5036,New York Philharmonic,1965-66
174dbf59-7bba-4919-97cc-46f4d8bdd876,5042,New York Philharmonic,1965-66
0958041f-4296-4aba-b330-1d14ff2ce8b2,5047,New York Philharmonic,1965-66
10a9656c-e959-444c-8233-84101d4a9bc1,5051,New York Philharmonic,1965-66
5aefb272-5189-4828-a987-ee99b0c198d9,5057,New York Philharmonic,1965-66
7035969e-6554-48c2-9fd4-21190786ebdb,5061,New York Philharmonic,1965-66
d49b41ce-4f13-4467-bb8e-8d7432e7b5a3,2040,New York Philharmonic,1965-66
c2c3bbd3-ec83-4268-ab70-e8f24c1e8bd3,2048,New York Philharmonic,1965-66
e612a02e-2020-43d9-95e0-604753050295,2055,New York Philharmonic,1965-66
ef70a820-05a8-4450-b66c-40e79f324869,6452,New York Philharmonic,1965-66
bebe1ee6-a490-4d60-aa79-df68750e5efb,2061,New York Philharmonic,1965-66
df429dba-371e-4fac-b1dc-dd01691d7d7d,2066,New York Philharmonic,1965-66
f59571e4-1156-47a9-bb7d-09e7712b7551,11743,Members of NY Philharmonic,1965-66
40a59688-4831-499f-b26d-c2df9b27ce14,6376,New York Philharmonic,1965-66
b5077984-038f-41da-b86c-572fba324b79,6381,New York Philharmonic,1965-66
4d34498f-d5ec-4f87-9176-afda04827a50,6387,New York Philharmonic,1965-66
1a35c8df-a763-406b-baad-67fa6c775014,6392,New York Philharmonic,1965-66
a287eb1f-1dfc-423a-b24b-4773ec5fe4a1,3435,New York Philharmonic,1965-66
c27b141e-3af0-4dd8-9503-7be38f997d16,3442,New York Philharmonic,1965-66
b1381769-8542-4fc4-adc9-bf93b11e3e24,6398,New York Philharmonic,1965-66
7fc80165-a3ff-4fe9-a731-c60c793c9ad1,6404,New York Philharmonic,1965-66
d50ca831-0bc0-457b-9961-97ea01a8cadc,3381,New York Philharmonic,1965-66
b445cdf1-82bb-44f6-b4bc-9a58c24b70e5,3385,New York Philharmonic,1965-66
4e8ba0d8-4185-4128-9234-274e5b1218d4,3389,New York Philharmonic,1965-66
95d12ae2-4cf8-4731-a639-4034fcf8ef38,11750,Musicians from the New York Philharmonic,1965-66
7c05135a-3745-41f0-aad7-c36269601a5e,3391,New York Philharmonic,1965-66
af1c378b-8fd4-4c7d-8259-79647e8b1b66,321,New York Philharmonic,1965-66
f9e9b4d6-31bd-4ac2-aa0d-8a420091fab2,326,New York Philharmonic,1965-66
6635d29d-e4e8-4a0e-8e9e-f14cce3c6d23,330,New York Philharmonic,1965-66
e0ab68ca-f5f9-4896-8b9c-d9c5611cae99,334,New York Philharmonic,1965-66
cb075bd8-8d7f-41e0-b9f1-3f13a9ec7adf,1686,New York Philharmonic,1965-66
062f54f9-2995-4133-9e70-e8be61285f45,1690,New York Philharmonic,1965-66
b77b4398-c437-43e7-a632-3a25e2f45129,1694,New York Philharmonic,1965-66
4179da65-9302-4a12-a44b-23136a6f35ae,1698,New York Philharmonic,1965-66
98fee0f8-4681-4a21-b21c-0689daeb837e,6079,New York Philharmonic,1965-66
4a18007b-0c94-4eed-a1e8-5895bd3f3a48,6084,New York Philharmonic,1965-66
750bbc07-17a7-479f-8a4e-b8066ce267da,6088,New York Philharmonic,1965-66
ad65c205-d963-4b4a-9e5e-f414f4466050,6093,New York Philharmonic,1965-66
6db25edb-a84a-4ff9-8709-3205c19a5370,6100,New York Philharmonic,1965-66
bf991bbc-a535-4e22-bfca-3f0b30d4f84d,6106,New York Philharmonic,1965-66
d3e8a33e-8182-4e4a-92d0-f3575c96a907,6110,New York Philharmonic,1965-66
b2deb472-93d5-4013-bd5b-c8fe67f75871,6114,New York Philharmonic,1965-66
53a392bf-1f75-4b3d-9136-e8005a751dcb,6121,New York Philharmonic,1965-66
a6d7f94e-af61-442a-9a8c-14cd649fa45b,6125,New York Philharmonic,1965-66
c21b0349-9b18-4a9d-8061-f0110982172e,831,New York Philharmonic,1965-66
8f977747-8630-48ee-9194-bc8973d0f7c8,1657,New York Philharmonic,1965-66
47bbc755-6732-43e8-bf79-efeea020344b,5205,New York Philharmonic,1965-66
caffc534-9d9a-4ff6-9733-0203a7cbc4a6,5209,New York Philharmonic,1965-66
9df5b8e9-88a7-44bb-8057-4bf9049711a8,484,NYP Presentation,1965-66
e99de6da-673f-4b12-8d58-7470742579d8,5212,New York Philharmonic,1965-66
e55e5061-3f82-4fac-909b-18011fd537ab,491,NYP Presentation,1965-66
3e05b441-ca06-43d2-b73d-ef81d24fcbe7,5216,New York Philharmonic,1965-66
010d460f-da98-46bf-8762-5efc1d4159ec,497,NYP Presentation,1965-66
6b9f6fb2-8026-49d0-a00f-331a14ecb03d,5218,New York Philharmonic,1965-66
e3762c09-0f18-4ec9-9429-40893cf8b293,2186,New York Philharmonic,1965-66
69a3fbf3-8891-4da6-9505-47420bdfb5c4,1660,New York Philharmonic,1965-66
6f2ab880-4eee-4e20-bd79-ae4bdac1a19c,6529,New York Philharmonic,1965-66
f8cf9e62-cd27-4c0d-9b50-44d12fa67f1a,6532,New York Philharmonic,1965-66
24aa5d9b-80ff-4fa7-9782-9db479036b99,11761,New York Philharmonic,1965-66
