GUID,ProgramID,Orchestra,Season
c7cd5fc7-87d9-4ec4-b0f1-3e272fe4acd2,8277,New York Symphony,1910-11
2a1a5d64-34d6-4db0-be72-5917eb39abc8,590,New York Philharmonic,1910-11
d2483772-2d03-4f56-b08d-6bdc8555dedc,8282,New York Symphony,1910-11
6907be97-00d5-4add-aa3e-18cb84ab3f69,8283,New York Symphony,1910-11
3822f52b-fcfa-4052-bb07-1c8c48234de2,602,New York Philharmonic,1910-11
5d90ac52-811b-434f-a28f-bc89da9e26ba,610,New York Philharmonic,1910-11
83c7c19e-1e17-43ab-9229-9fbc0a2b9aaa,8284,New York Symphony,1910-11
8a30aa3f-1297-4c71-9108-bccfa94e5d9c,11050,New York Philharmonic,1910-11
6be08b72-8c49-47da-9bb8-d3feccf4b31e,614,New York Philharmonic,1910-11
d9999ff0-3af2-4e4e-ab19-56b412641d2e,8271,New York Symphony,1910-11
83b2a3ed-b56e-4493-b36b-bbd41ad1cc2e,619,New York Philharmonic,1910-11
b8916215-97cf-47f9-888c-62a547ab9526,625,New York Philharmonic,1910-11
91157bb7-29a4-4157-b1f7-463dd309b804,8285,New York Symphony,1910-11
cd4d9be7-437d-448e-81dc-57bb2710f8a0,9414,New York Philharmonic,1910-11
6229e240-bfbe-4e2e-be0a-61a246907949,13355,New York Philharmonic,1910-11
b4c1cef6-359d-4d0c-928f-41d1701149f7,13356,New York Philharmonic,1910-11
c6bd3459-3106-4ce9-89f8-2f0096630d23,13357,New York Philharmonic,1910-11
99a914bb-0dda-4de0-aae8-c407d243711c,13358,New York Philharmonic,1910-11
932f4acd-3571-4ee4-bffd-fb06acda5a96,8286,New York Symphony,1910-11
0cdca02f-7d01-44cd-a438-4eeeaad13ea7,13359,New York Philharmonic,1910-11
f765cc20-c369-459a-b067-20040e784af8,4945,New York Philharmonic,1910-11
6f142e71-6c5d-49be-b3a1-98cdb3cf52fb,4952,New York Philharmonic,1910-11
d5026105-e49c-4257-89d4-4def0d48e46b,4958,New York Philharmonic,1910-11
5431210f-a63a-432f-8c63-9a9055786701,9035,New York Symphony,1910-11
e43dbb8c-ad66-491a-9270-664e52bc599f,1249,New York Philharmonic,1910-11
6e7f53bd-f1ca-43d3-b476-db458c837da2,10007,New York Symphony,1910-11
8dd27a3b-4d7c-4793-8fc8-f8499c35ed0d,10308,New York Symphony,1910-11
d858de60-5b16-46a8-bae6-034a19ad305d,8287,New York Symphony,1910-11
