GUID,ProgramID,Orchestra,Season
6588d0bb-762c-4822-8589-72e83836a77f,7971,New York Philharmonic,1998-99
7ad6b32a-91a5-4d8f-9b4b-0f73387aeb9a,7972,New York Philharmonic,1998-99
68a168d3-717a-49bb-854e-cbd58146a4b1,7973,New York Philharmonic,1998-99
92c72fe0-b10b-4b6a-ab1f-df8feca567d9,8493,Musicians from the New York Philharmonic,1998-99
444c6bf4-34d8-4b92-b8ff-72e3205b2bf2,7974,New York Philharmonic,1998-99
6e328529-9d98-4222-9469-063407ea534d,8494,Musicians from the New York Philharmonic,1998-99
1d900467-2fe5-45eb-a3cc-21c3a7446a71,7975,New York Philharmonic,1998-99
85d05894-8c41-442a-b6fe-8d8c567fac60,8495,Musicians from the New York Philharmonic,1998-99
539564f6-3880-45c8-b2fb-87581c673a9a,8397,NY Philharmonic Ensembles,1998-99
43df1b2f-8f3a-4264-be7c-5ce492bd2282,7976,New York Philharmonic,1998-99
524612e3-1b2c-48e3-94cd-2ba404dca67c,8496,Musicians from the New York Philharmonic,1998-99
2f19e5ce-681f-45f4-9c5d-dae2666f5f23,8010,New York Philharmonic,1998-99
4af8968d-9cda-4323-b693-a3eb9f0fe7bd,8011,New York Philharmonic,1998-99
bb513dc3-0769-4eba-8141-7d2df8d7e90a,8459,New York Philharmonic,1998-99
b833e0ae-f7bb-4c00-9a2d-4afcc1655435,8524,New York Philharmonic,1998-99
e81ac0d9-beb6-4c3d-a812-9eccfbc44ae8,8012,New York Philharmonic,1998-99
67b3ab99-0f1a-4e2a-bfb4-0b1c23fc416d,8013,New York Philharmonic,1998-99
5b9ac1fe-47a0-4f78-b695-9b5367339c43,7977,New York Philharmonic,1998-99
500565ba-e9f7-4faa-855a-4e6d312abbfe,13549,New York Philharmonic,1998-99
ae4a9058-01ec-4b15-bae1-ae56fb10298f,7978,New York Philharmonic,1998-99
4ab98609-0812-4347-b032-8cf457d45a60,8538,New York Philharmonic,1998-99
e3b1c060-8b3c-4038-b7ca-77cba6a8eb23,8539,New York Philharmonic,1998-99
d6b1938e-7730-4a64-90a0-c75005952d3f,8190,New York Philharmonic,1998-99
53c5da62-6064-4159-840c-a18711031f7e,8398,NY Philharmonic Ensembles,1998-99
