GUID,ProgramID,Orchestra,Season
feeeb05c-3273-4bf8-a1c3-2741b39172ab,5888,New York Philharmonic,1932-33
315df6ca-c9eb-47cf-b7f8-6fbd0a85473a,5903,New York Philharmonic,1932-33
6603a21b-c3c3-49cf-af47-213070206e59,5908,New York Philharmonic,1932-33
fae3ae2e-3dbd-4380-8771-531ca9f5b16c,5913,New York Philharmonic,1932-33
100d04de-d1a2-4716-ba76-bb50bd277400,5895,New York Philharmonic,1932-33
6f386ae3-f758-4912-83e1-7019657449af,5918,New York Philharmonic,1932-33
7a3e966a-8a6d-4e64-8023-0e33bdc6ba70,6301,New York Philharmonic,1932-33
44eba7c1-250a-4d6e-b4a4-2bf9e644b43e,6308,New York Philharmonic,1932-33
9ad3545e-c58e-4583-bab9-4e4a41e23dfb,6312,New York Philharmonic,1932-33
010bd737-115d-4d28-a056-fff08ee69ceb,6317,New York Philharmonic,1932-33
8cd42991-e3ea-4095-a6d5-89bc694a666c,6325,New York Philharmonic,1932-33
0a406a63-c2cd-4612-a6cf-c47eed2fcc74,4208,New York Philharmonic,1932-33
316ed8ca-f790-4f0a-a14c-a44cf5dcbc6e,6330,New York Philharmonic,1932-33
16ee9ba5-5dbd-47a8-8b61-5c158fed1824,6334,New York Philharmonic,1932-33
ed70bfe8-6c65-4ceb-8ebb-1ca975c49074,4213,New York Philharmonic,1932-33
bcad2b7e-ae16-45c5-8291-2e77e3fd0144,6336,New York Philharmonic,1932-33
b2aafef7-62fd-4385-b1a9-1dfe13f7e80c,6340,New York Philharmonic,1932-33
781c68f6-2ef6-43e3-906f-dc1218fe471b,4218,New York Philharmonic,1932-33
db2865d0-78cb-4ee9-a141-4f6e7b60f51e,5677,New York Philharmonic,1932-33
834a1b70-60b9-43b1-8562-c396eddffc77,6728,New York Philharmonic,1932-33
92c200ab-1be7-4f25-a33f-27e380e7afc7,1145,New York Philharmonic,1932-33
25b63b0d-25f4-40b8-bd89-13bc75bfe917,6732,New York Philharmonic,1932-33
0092e395-75d9-4b93-8369-e5fb4d8b7a75,6735,New York Philharmonic,1932-33
1bcd50fa-ff13-4dd9-b85c-a18275a7de66,6737,New York Philharmonic,1932-33
f4ab9cc4-e895-4ede-b581-23c2c8295895,1150,New York Philharmonic,1932-33
3b61e20b-4648-4cc2-b398-027ddc5a3e87,6745,New York Philharmonic,1932-33
d7cf7b99-078b-4d1e-98ff-51f368ab997f,6750,New York Philharmonic,1932-33
c7eb310b-b1ee-43f3-964d-e2543020d054,6756,New York Philharmonic,1932-33
9f32f645-6ce3-4bb5-b982-50d76d2c8263,6761,New York Philharmonic,1932-33
459d11ba-6ce9-429a-9512-83ae262b2d0b,1154,New York Philharmonic,1932-33
76c0f76e-0158-437a-9676-bf0715e5d6d3,6766,New York Philharmonic,1932-33
403c7744-2dcb-4fdc-a129-4137ae7491ae,2637,New York Philharmonic,1932-33
6aa309c4-92ef-486a-b8a7-7bf1b2687b97,2644,New York Philharmonic,1932-33
3489a397-6aed-4196-9c0d-74dc97373c6d,2654,New York Philharmonic,1932-33
61710e97-2718-4f4d-9509-8bd2a0df687b,2661,New York Philharmonic,1932-33
be9c68c3-eb85-4f40-a628-747345ae44d2,1964,New York Philharmonic,1932-33
4b6d4f6b-42d7-4d60-9e1e-267119227683,1975,New York Philharmonic,1932-33
0a6474fd-e1d4-4441-ab56-4a3bfb96fbeb,4873,New York Philharmonic,1932-33
3df50eb2-9f8e-4e23-b25d-4d50a55cdd08,1981,New York Philharmonic,1932-33
cd516eb1-0b95-4abe-ad60-028edb8ceb42,1986,New York Philharmonic,1932-33
8dce3625-516f-44dd-9ed6-58eeaa367117,1994,New York Philharmonic,1932-33
e025fd59-8fe9-4e4c-8deb-8a51b2b9cd10,1996,New York Philharmonic,1932-33
a56373a5-9ff8-42f0-b4f4-6fcfef120475,2001,New York Philharmonic,1932-33
7966dcb3-5bed-4ce4-8c3f-93ee486fe9d6,4878,New York Philharmonic,1932-33
a64d5005-3131-4e2e-802b-1d1624a85aea,2006,New York Philharmonic,1932-33
53bfdff2-a37a-47c6-9b28-d2258ecea9fc,2011,New York Philharmonic,1932-33
2c4b4c3b-b419-4728-9a12-00ad7daba2ea,6358,New York Philharmonic,1932-33
30f5c57d-75a4-4ba1-88b8-2b3f8a2fec14,13500,New York Philharmonic,1932-33
7de3cb5f-3548-4d17-9430-c875101d08a4,6363,New York Philharmonic,1932-33
80e7b7b3-75bb-455c-907e-38036bff3bbe,6368,New York Philharmonic,1932-33
9063a114-1b16-48b4-9429-f80925c03e5f,2392,New York Philharmonic,1932-33
51d1366a-4e93-4155-9007-fb02f5198ad7,2399,New York Philharmonic,1932-33
71c47918-56e3-4661-813b-b6da741b5b45,1832,New York Philharmonic,1932-33
5583402b-3633-4015-860f-64593eec7345,2402,New York Philharmonic,1932-33
bdb0c9ed-0a03-4f4b-9032-1f625cb02fa9,2408,New York Philharmonic,1932-33
c5ff5732-8b07-4e77-a6b3-7de99e8234a4,2417,New York Philharmonic,1932-33
26168d5e-b5e2-4111-9b00-904cd68de487,2422,New York Philharmonic,1932-33
7217a71e-f2f8-43d4-b74b-d4178ad06ef6,2428,New York Philharmonic,1932-33
5d45d32c-3414-43ee-bf9f-6f0f22dec895,2430,New York Philharmonic,1932-33
b334f647-852a-4ac9-9cc9-740b47ae8af8,2433,New York Philharmonic,1932-33
b501b4da-7888-4313-8cb1-1a85fb5a8520,1838,New York Philharmonic,1932-33
74a6a87e-62b2-4f88-a442-d2f7786c1c67,3362,New York Philharmonic,1932-33
4decc41f-1377-413f-a7a3-cdc2f0ad48ac,2810,New York Philharmonic,1932-33
0b44e0d8-0b06-47ac-9cc6-6af8cb96f291,2816,New York Philharmonic,1932-33
fd9063be-a8a4-443a-a311-d6d28b4e26a0,2820,New York Philharmonic,1932-33
81fa1919-530d-4cea-82a1-24c941dce29a,13498,New York Philharmonic,1932-33
4211ae3a-1b8c-447e-83c0-f1b9bd38d65b,13499,New York Philharmonic,1932-33
206fba69-7202-455b-b015-2a140d2c6b8f,6231,New York Philharmonic,1932-33
f156640a-1927-4d05-b7a2-8126231ae8f9,2826,New York Philharmonic,1932-33
30dd635a-2df9-4c3b-80ae-487b94c5c8c0,13594,New York Philharmonic,1932-33
13b0a286-3181-4a79-9a52-fe1f8da7ffcb,2831,New York Philharmonic,1932-33
c5ae2e9f-3c88-436c-b43f-5482a4d8bce2,6237,New York Philharmonic,1932-33
d752721d-d49c-42bb-b3a9-c9fcb6fc6dec,2838,New York Philharmonic,1932-33
282c300c-3505-4c41-b265-b60c7c9f5c41,2847,New York Philharmonic,1932-33
40ffb7e6-0cc6-4ebc-9dc4-078f45cc0e60,2853,New York Philharmonic,1932-33
1b4ba046-7054-4e42-a367-b0fc00aa3680,2858,New York Philharmonic,1932-33
4d222e22-0566-40da-b2b8-9f3ba6345d73,301,New York Philharmonic,1932-33
6fb6f0d3-6c38-4ccc-a118-8b4386c37abb,3249,New York Philharmonic,1932-33
f683e118-3f82-4760-8712-896ed70cdd2b,3253,New York Philharmonic,1932-33
e889aa86-72e2-40ac-9a57-1bad65423ab7,3258,New York Philharmonic,1932-33
543a1078-06fb-4c87-8da2-2b972cf9feaa,3263,New York Philharmonic,1932-33
81582d5a-08d0-4379-914d-bb3e8f0d6125,3272,New York Philharmonic,1932-33
731b1a27-ebcb-4bb0-855e-6c8c5b5e2cff,3275,New York Philharmonic,1932-33
36b5617b-6c37-43a9-84f0-e2d4ce10bfe1,3282,New York Philharmonic,1932-33
7f5da70f-ef84-4b53-9b68-28d17aac0b23,3288,New York Philharmonic,1932-33
e2a60a26-078c-4b4f-9778-2b69d1849d5c,3298,New York Philharmonic,1932-33
1d3339e1-c0f8-4b05-98d2-75d7cdb98aff,4676,New York Philharmonic,1932-33
56d49cb0-c945-4cb6-98fd-3342271647b8,12363,Stadium-NY Philharmonic,1932-33
e622d582-b51f-4f45-a865-33df22889d80,12364,Stadium-NY Philharmonic,1932-33
080eb0f2-8983-4a89-9861-c1f4ba931e69,12365,Stadium-NY Philharmonic,1932-33
3bb0e495-dba1-4e5f-b380-3f1a10fd34ab,12366,Stadium-NY Philharmonic,1932-33
